Trained Model,Backbone,Train Model ID,Train Altitude,Train Variant,Train Type,Test Dataset ID,Test Dataset Folder,Test Altitude,Test Variant,Image Size,mIoU,Pixel Accuracy,FPS,Pole IoU,Trunk IoU,Vine Row IoU,Pole Precision,Trunk Precision,Vine Row Precision,Pole Recall,Trunk Recall,Vine Row Recall,Pole F1,Trunk F1,Vine Row F1,Best Val Loss,Checkpoint
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,2028x1520,0.4983123872615957,0.9553069594211738,4.19935397921818,0.29956592640574004,0.1333010919298606,0.6060763138792957,0.7118908594923345,0.5755789745574383,0.7628326838826118,0.35093442591450547,0.14981635435450558,0.746184402126341,0.45593166548572167,0.23272137899989973,0.752727600720629,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,2028x1520,0.2929442108777848,0.9137311123477146,3.9806786948861044,0.17925743319766152,0.008269725144983382,0.07026361739091119,0.613403792010206,0.13278193133310268,0.620307079497655,0.2035597125433377,0.009169491770828592,0.07448102214045534,0.3030636343195592,0.016114897917714633,0.12864187999548293,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,2028x1520,0.23820712126574112,0.9339409944285639,2.957951472519115,0.018217103761009924,0.0005083391832683789,7.944038499587368e-05,0.34961079715378907,0.02613565650280025,0.0988737435242011,0.018964298372370025,0.000517885547294048,7.953195249793887e-05,0.035779453292466054,0.0010156457814427006,0.00015886534758004857,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,2028x1520,0.3811598291015298,0.9412194927345483,5.684676741575263,0.15772248323947027,0.049598210197330704,0.3777594032587408,0.7196474689248754,0.4115715753852064,0.777061119694069,0.17747895970931163,0.05397978040636592,0.43266074325180215,0.2654009531572392,0.0935580816351038,0.5347537239113261,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,2028x1520,0.23768619992015702,0.9149122980099851,5.863846706613615,0.0266557381709438,0.00024001754317776888,0.0013027556071201025,0.5795642386355333,0.04662221891112179,0.5032101586900789,0.027030920480756337,0.0002427610952663754,0.0013033146259837805,0.04876184563470553,0.00047731299185298546,0.002589983709307141,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,2028x1520,0.2544187142589981,0.9147134487288208,5.863200361661809,0.0014395577428133381,3.811448943897589e-07,7.478501364105618e-07,0.14572490633161037,0.011226611226611225,0.121759211750762,0.0014420953024585409,3.8114504844413805e-07,7.47855420356377e-07,0.002813104188206744,7.622490319390228e-07,1.4956885479894636e-06,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,2028x1520,0.32821092977040434,0.9245697670929356,5.592968779833314,0.15903118575601743,0.017518946179366383,0.21243081001787073,0.6700540990490628,0.30238075755566657,0.6091675195291826,0.17193153710945716,0.019096686502129215,0.24809102701448782,0.27048223022401285,0.03345994066025046,0.3110861567642976,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,2028x1520,0.23647122761881972,0.9108896848252227,5.825501419157118,0.02926156558364621,0.0005781665147671095,0.005141749788659524,0.631977641164699,0.06020929657062219,0.5690799326316545,0.030080293475298045,0.0005858639490215059,0.005149939775988964,0.05543234711763683,0.0011489280939188,0.010009061483769866,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,2028x1520,0.24242307066434463,0.9102093966309078,5.862401109090712,0.006625632311778751,1.5296481145609315e-07,1.367337661288993e-06,0.29890590974420633,0.0015744520030234316,0.1545102196951638,0.006720116817897703,1.5312079359059836e-07,1.367341263468731e-06,0.012587018288902048,3.0592518194093346e-07,2.734538554996075e-06,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,2028x1520,0.24765321842805285,0.9334456030458451,5.170834228071711,0.03096713135859807,0.008665932867573202,0.01742951868427493,0.2571358400364371,0.08940829359114139,0.6896790752542892,0.03549378761122853,0.009583083536339227,0.017538837557975983,0.05816287094230908,0.016602008615059012,0.033628124738640984,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,2028x1520,0.23764771040031007,0.9331203366682238,5.732136510466885,0.012594834250698957,0.0009552623310089486,0.0038802753125577196,0.2314792426677263,0.018878748940679514,0.584472048323459,0.013200284717335658,0.001151870916469704,0.003884178925909186,0.023918327573325463,0.0018898534710069823,0.007605988624894255,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 72 | resnet101_img2028x1520_20260303_142541,resnet101,72,39ft,Full Res,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,2028x1520,0.23923612263633115,0.9324703855771521,5.815752576238698,0.0009817079031137843,0.0002239359814139589,8.942356861791011e-06,0.06916272381630502,0.00736355148119854,0.2889137955491876,0.0010103945161562648,0.00022738859597043817,8.942491054253577e-06,0.0019320089609076686,0.000441154222176454,1.788329325956597e-05,0.11805484692255656,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet101_img2028x1520_20260303_142541/resnet101_vineyard_segmentation_paper-72_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,1280x960,0.38971555037083255,0.9526090155707464,6.382399195304577,0.0,0.0,0.6066859789735706,0.0,0.0,0.7235787184092644,0.0,0.0,0.7889702717072676,0.0,0.0,0.7538690585176937,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,1280x960,0.2546878140707347,0.9107190450032552,6.825860310310705,0.0,0.0,0.10718444836667756,0.0,0.0,0.47590052033951075,0.0,0.0,0.1255224625185579,0.0,0.0,0.19162028395813735,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,1280x960,0.24213055285201474,0.9330172584170386,5.895062008915131,0.0,0.0,0.03553707112998231,0.0,0.0,0.2924089139897571,0.0,0.0,0.03910297592907667,0.0,0.0,0.06668904548867531,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,1280x960,0.30017528791707637,0.9324224369109622,22.90557682078988,0.0,0.0,0.2698708911401482,0.0,0.0,0.8123012260380553,0.0,0.0,0.29567250867910455,0.0,0.0,0.41410405030449127,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,1280x960,0.23863010106034124,0.9145567309371823,33.51550986617639,0.0,0.0,0.0008457014669092956,0.0,0.0,0.10219082335925443,0.0,0.0,0.0008504228131131974,0.0,0.0,0.0016524649262501202,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,1280x960,0.2717917393406589,0.9147043127111482,34.307154776976574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,1280x960,0.2745255718215649,0.9202335357666015,22.65096482694993,0.0,0.0,0.1779308325259403,0.0,0.0,0.5430358966792932,0.0,0.0,0.21234957080209746,0.0,0.0,0.2644866402060042,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,1280x960,0.2354069349336671,0.9107004177954893,32.750431102216496,0.0,0.0,0.014228939040024771,0.0,0.0,0.2661798179432932,0.0,0.0,0.014984039005151054,0.0,0.0,0.025409967750384062,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,1280x960,0.24952686373219599,0.9101681554885138,33.66329571996309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,1280x960,0.2629768143556819,0.9387515258789063,19.386116898039376,0.0,0.0,0.11348351728582658,0.0,0.0,0.6234446999364195,0.0,0.0,0.11929060513772415,0.0,0.0,0.19259640362063943,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,1280x960,0.24158781590796946,0.9347738613552516,31.46215073421054,0.0,0.0,0.03182374120377752,0.0,0.0,0.3755690860569977,0.0,0.0,0.03268716765983374,0.0,0.0,0.056760039492640836,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 72 | resnet18_img1280x960_20260303_142054,resnet18,72,39ft,Full Res,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,1280x960,0.24385821259959695,0.9324757549809473,32.76809386693556,0.0,0.0,0.00041663596780840324,0.0,0.0,0.06747481601336187,0.0,0.0,0.0004166428869454934,0.0,0.0,0.0008165144136698656,0.1421192834774653,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet18_img1280x960_20260303_142054/resnet18_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,1280x960,0.4801111827722185,0.9527279832628038,6.016290042850986,0.29583963962305254,0.06586992773830454,0.6059446003246615,0.4995421173144304,0.3212973157320278,0.7300401277402152,0.44825703315874915,0.0760502877790634,0.780025171840737,0.4551486991729356,0.12247803700721792,0.7533990529172144,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,1280x960,0.2985035194158381,0.9146973782493955,6.256783128053181,0.12451329285091983,0.0023451632419307514,0.1527414457637884,0.45721715965401477,0.042214095052693634,0.5800669644970878,0.15417874987789376,0.0025496307452212478,0.1737194141717283,0.22035564141110664,0.004657316609824463,0.2612135759970794,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,1280x960,0.25615752014058135,0.9345820617675781,5.139678678586437,0.03528481328664458,6.311702298969875e-05,0.0547550377827391,0.19861652009260392,0.012463496036712558,0.5699814412438992,0.040831045432948125,6.400460513506422e-05,0.05721235055096958,0.0675383144736769,0.00012622401524653058,0.10382422262808827,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,1280x960,0.3810791702676173,0.9365855577256943,18.015075797237447,0.2132404197989604,0.03774220641180672,0.33797554807671437,0.5912978526705573,0.26554612845412756,0.7530665487829549,0.26475726105742514,0.04215066826077239,0.3913597460018754,0.34596729380051244,0.0718056817535069,0.4991662616585676,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,1280x960,0.24218337396914646,0.9138090279431844,19.64080374934972,0.013345147399818619,5.462255154344081e-05,0.029655543047649904,0.38086104708532154,0.05316615666117843,0.47291355312890565,0.013411362227875935,5.485374518026345e-05,0.03305907981439999,0.024737057827728934,0.00010909834347465378,0.05450956560182475,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,1280x960,0.25095197909834593,0.9139195364187434,19.820031113656487,6.088812906994725e-05,0.0,0.0008969907221634923,0.005320945945945946,0.0,0.2001092538677925,6.089901772139934e-05,0.0,0.0009435643363102879,0.0001204198127758625,0.0,0.0017793326835484939,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,1280x960,0.352919219009763,0.9253046290079752,17.604021225541757,0.2233255606875647,0.010484922128142086,0.25287073020044254,0.5036324457492426,0.11129430732445579,0.5867556716894643,0.3089015892722675,0.012142277726218622,0.3124847697862745,0.36202445731042254,0.02044211285786332,0.36496238531733727,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,1280x960,0.26752982898170763,0.9126506042480467,19.66127127839326,0.042050981857734676,0.0001843896427254844,0.10329998606782263,0.5751597964429517,0.04105687802507586,0.46346733236077853,0.04510974391862053,0.00018480940151619965,0.12795086902743272,0.07723040646034326,0.00036732648101098805,0.17237122677338979,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,1280x960,0.2421509204206905,0.9098809465680803,19.8015650241059,0.0008873000704253048,0.0,0.00911106657838225,0.089531301812945,0.0,0.38347176466957866,0.0009695861489736466,0.0,0.009484713953270161,0.0017311420896269879,0.0,0.01770173884137511,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,1280x960,0.300515712281552,0.9409909057617187,15.191210115777196,0.09112711912673904,0.0030486516976879294,0.16703922650454023,0.22802549939700675,0.03476799559048303,0.6188440848747636,0.1390310348621155,0.0035171813820178456,0.18264430583301988,0.16266692333526792,0.0060446990561557916,0.26278251332595026,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,1280x960,0.2668125135086411,0.9381110093858508,19.297987655405205,0.026170125111361322,0.001053289146909622,0.10251865868206064,0.27111160313496857,0.03183777500674514,0.511103656494605,0.03302298647505176,0.0010896505803884358,0.11025190519273483,0.048544920674759864,0.0020825352692576305,0.17204979274656215,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 72 | resnet50_img1280x960_20260303_142339,resnet50,72,39ft,Full Res,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,1280x960,0.24914912227171318,0.9335746929692287,19.64951807227557,0.00014156390381323252,5.140838409054456e-07,0.022153648099535066,0.01477265663546972,0.014705882352941176,0.45275190646552343,0.00014167952379550295,5.140838409054456e-07,0.022658784350667937,0.00028058311912028806,1.028131740688725e-06,0.04155171699969348,0.12428772449493408,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-72/resnet50_img1280x960_20260303_142339/resnet50_vineyard_segmentation_paper-72_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 73 | resnet101_img2028x1520_20260303_145403,resnet101,73,65ft,Full Res,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,2028x1520,0.3641155029758019,0.9339436891198657,4.224135151523116,0.16906075455178016,0.0040117251111348815,0.3498348507516235,0.5542136691773457,0.19674065233083501,0.7270674693987229,0.22314885396782436,0.004068935262195641,0.40218303244301823,0.2814438002903737,0.007951493739864155,0.5156189629178701,0.13826292380690575,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-73/resnet101_img2028x1520_20260303_145403/resnet101_vineyard_segmentation_paper-73_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 73 | resnet101_img2028x1520_20260303_145403,resnet101,73,65ft,Full Res,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,2028x1520,0.46613355031253817,0.9452151623627301,3.930594458491437,0.34080307352272055,0.011324060528117675,0.5678128544170528,0.6551381745774415,0.34028287093725984,0.6742505820807447,0.416280909585448,0.011804138988493668,0.7794186581990242,0.5030700258645034,0.0221877823150144,0.7220385839627916,0.13826292380690575,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-73/resnet101_img2028x1520_20260303_145403/resnet101_vineyard_segmentation_paper-73_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 73 | resnet101_img2028x1520_20260303_145403,resnet101,73,65ft,Full Res,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,2028x1520,0.3723765819616636,0.9493466817005531,2.870918905362507,0.1516990245583714,6.683726081808807e-05,0.3886053444207431,0.40959459830872713,0.004723346828609987,0.6802958970179382,0.1974481598880222,6.778741865509762e-05,0.503416380453713,0.2628014873922279,0.00013365665514673592,0.5568900636842399,0.13826292380690575,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-73/resnet101_img2028x1520_20260303_145403/resnet101_vineyard_segmentation_paper-73_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 73 | resnet101_img2028x1520_20260303_145403,resnet101,73,65ft,Full Res,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,2028x1520,0.23442017614026303,0.9148646915458022,5.785058213156009,0.014459323065543369,9.804928603321695e-05,0.008165695974067192,0.38342959557241596,0.13843596690740403,0.5159914327955538,0.014751597955171896,9.806994595001225e-05,0.0082133544283612,0.027751078074052474,0.0001959853210939304,0.0160185915677136,0.13826292380690575,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-73/resnet101_img2028x1520_20260303_145403/resnet101_vineyard_segmentation_paper-73_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 73 | resnet101_img2028x1520_20260303_145403,resnet101,73,65ft,Full Res,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,2028x1520,0.23850265657150455,0.9147201054421346,5.958960273720526,0.0001433814942573234,0.0,2.8256671438800785e-06,0.024266309736268095,0.0,0.019016012150525435,0.000143395828856779,0.0,2.8265294024481267e-06,0.00028397320041943607,0.0,5.6507306271679524e-06,0.13826292380690575,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-73/resnet101_img2028x1520_20260303_145403/resnet101_vineyard_segmentation_paper-73_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 73 | resnet101_img2028x1520_20260303_145403,resnet101,73,65ft,Full Res,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,2028x1520,0.27179135435268426,0.9147016272101675,5.981624524040929,0.0,0.0,1.1822436957800594e-06,0.0,0.0,0.010810810810810811,0.0,0.0,1.1822436957800594e-06,0.0,0.0,2.363971246299405e-06,0.13826292380690575,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-73/resnet101_img2028x1520_20260303_145403/resnet101_vineyard_segmentation_paper-73_unet_image_size_2028x1520_batch_size_8.pth
