Trained Model,Backbone,Train Model ID,Train Altitude,Train Variant,Train Type,Test Dataset ID,Test Dataset Folder,Test Altitude,Test Variant,Image Size,mIoU,Pixel Accuracy,FPS,Pole IoU,Trunk IoU,Vine Row IoU,Pole Precision,Trunk Precision,Vine Row Precision,Pole Recall,Trunk Recall,Vine Row Recall,Pole F1,Trunk F1,Vine Row F1,Best Val Loss,Checkpoint
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,1280x960,0.27179213167645055,0.914705466330588,34.542818683042384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,1280x960,0.2544741004187201,0.9123314730326334,21.716895519421534,0.0,0.0,0.10614382892960618,0.0,0.0,0.5508704373570066,0.0,0.0,0.11999075715904572,0.0,0.0,0.18700052637925307,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,1280x960,0.23247339290698366,0.909971994379515,33.768193926576146,0.0,0.0,0.00427985776668487,0.0,0.0,0.33145204686298135,0.0,0.0,0.004342822669987209,0.0,0.0,0.008495701844897327,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,1280x960,0.24952955791969253,0.910173076811291,34.68393176641184,0.0,0.0,3.979836226387957e-06,0.0,0.0,0.014285714285714285,0.0,0.0,3.979836226387957e-06,0.0,0.0,7.957177130283065e-06,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,1280x960,0.3174331277592924,0.9484167607625326,18.66493667813276,0.0,0.0,0.3224252082396678,0.0,0.0,0.7240834913789672,0.0,0.0,0.36931664408632536,0.0,0.0,0.48069421267691076,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,1280x960,0.24033329017130917,0.9337064141167536,32.41911251833378,0.0,0.0,0.02779218984771803,0.0,0.0,0.5439355612426212,0.0,0.0,0.02843882856412169,0.0,0.0,0.05284686451747858,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 74 | resnet18_img1280x960_20260303_145922,resnet18,74,100ft,Full Res,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,1280x960,0.2436608248442606,0.9324632831648284,34.21059940578202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10038409754633904,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet18_img1280x960_20260303_145922/resnet18_vineyard_segmentation_paper-74_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,2028x1520,0.24070895376890214,0.9134828951693831,4.4718157219344565,0.0031418822504069763,0.00017925034361785698,0.046176387623531746,0.3661289969813389,0.08503421019463801,0.5205910701628051,0.003162113944441188,0.00017971906655165105,0.04831799309684313,0.006247195966234437,0.00035825158242048355,0.08731403338619688,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,2028x1520,0.372854425171534,0.9361653414114984,4.174666101326065,0.0489750363209441,0.0279336629541391,0.47910329045600764,0.6208083829322567,0.2455475204692099,0.6726835257631201,0.05244052326850407,0.033175495373307134,0.6354948233374902,0.09197419646176443,0.05285958925075468,0.6454967883931216,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,2028x1520,0.40972925452067704,0.9634398409346221,3.05581091657046,0.07514622425007979,0.023424983529159407,0.5772387598840575,0.515909790197435,0.1652606722767524,0.7259494777051504,0.08066543478263191,0.029052239710937528,0.7373949621736512,0.1393938583537617,0.04520001126758328,0.7309516097006346,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,2028x1520,0.228768824645437,0.914353507350724,6.632036148791867,0.0,2.1933143392311557e-07,0.0007125698927835566,0.0,0.047619047619047616,0.18324165994864708,0.0,2.1933143392311557e-07,0.0007155405875858363,0.0,4.3866084739186517e-07,0.0014213734386964415,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,2028x1520,0.23561505432501575,0.9146221171213725,6.883709550719936,0.0,0.0,0.0003709559395390968,0.0,0.0,0.13257499041260956,0.0,0.0,0.0003742538151503923,0.0,0.0,0.0007400909034224033,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,2028x1520,0.26784403656129335,0.9146586513473531,6.915418388499856,0.0,0.0,8.68160964585891e-05,0.0,0.0,0.08987511036003888,0.0,0.0,8.698816455297653e-05,0.0,0.0,0.00017345559971561672,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,2028x1520,0.24017800639330739,0.9140947454185806,6.588532672538103,0.0005302518856221298,0.00021031366143955634,0.04625215258321811,0.43748434967677086,0.18059107054976148,0.7313177575399725,0.0005304158379985144,0.00021065053788888496,0.04708490372326035,0.001058839649205184,0.00041993322662424,0.0858616866381128,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,2028x1520,0.23331333120731726,0.9106668966022795,6.821790380780565,0.0,0.0,0.007018187010395719,0.0,0.0,0.4671441734397722,0.0,0.0,0.007071882295383322,0.0,0.0,0.013739344917156058,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,2028x1520,0.2497696668073812,0.910203115325759,6.856145796578971,0.0,0.0,0.000904924962077489,0.0,0.0,0.41680116698934344,0.0,0.0,0.0009057076027329123,0.0,0.0,0.0018035288219063717,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,2028x1520,0.2888044411502137,0.9450938353592468,6.160147678126288,0.0045450377342132735,0.005116327884737206,0.20134187298924913,0.4255761706621378,0.16831034832398073,0.813143552540606,0.004574463379190332,0.0052920908510035655,0.21161469454982712,0.00903183879769721,0.01007524859530515,0.3206914353397054,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,2028x1520,0.24058906372633432,0.934141776640195,6.700359732838128,0.0,0.0,0.02835160477964498,0.0,0.0,0.5939206618781687,0.0,0.0,0.029212482657470198,0.0,0.0,0.05301302656849644,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 74 | resnet50_img2028x1520_20260303_150848,resnet50,74,100ft,Full Res,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,2028x1520,0.24470084613579085,0.93260353980038,6.837220426317594,0.0,0.0,0.0037137135875047475,0.0,0.0,0.49831770653190405,0.0,0.0,0.003736809690361051,0.0,0.0,0.00732183456144556,0.09661947563290596,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-74/resnet50_img2028x1520_20260303_150848/resnet50_vineyard_segmentation_paper-74_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,2028x1520,0.43460474059363463,0.9381469325279421,4.262531006975183,0.2734175015753835,0.07840606142910107,0.448823546151556,0.6244192570991082,0.44907823271078895,0.6900124749548248,0.33012340430231996,0.10187553009120004,0.5803380169702668,0.42614442847223916,0.14055112443449516,0.6112170420635064,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,2028x1520,0.22959189239494565,0.9095038035408418,3.9439570035682436,0.007065249097751664,0.0013823462553093344,8.436841279269169e-05,0.3537984262522412,0.0069627196200115525,0.1906393470944665,0.007142779619662105,0.001743640340732534,8.49371873646614e-05,0.013879065412673329,0.0027507712943400636,0.00016870955184682463,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,2028x1520,0.23349533952603496,0.933315438883822,2.897081357189076,0.0003966837240668015,0.0,0.0002653176617783833,0.08639308855291576,0.0,0.026748140452417524,0.00039819617134381253,0.0,0.00026898405265469083,0.0007927385152007609,0.0,0.000530455722978841,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,2028x1520,0.5651613411453336,0.9558867834187293,5.785653790050398,0.4002697632212744,0.339981791581865,0.5653146517617036,0.5819261641386503,0.5479480219924883,0.7538813850011808,0.6076150120899076,0.48601121216347076,0.7044570532468343,0.5679680106913497,0.49816040086995755,0.7169735225777791,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,2028x1520,0.3327452537198941,0.9239516103221459,5.962850873714031,0.20826596531257988,0.0840542126705634,0.11032107328751468,0.6340063876912897,0.44978693387671903,0.7472196675776624,0.2559658729000819,0.09273868895113717,0.11401962997553994,0.32772684918329514,0.1394178479624582,0.1899535216741269,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,2028x1520,0.2581614893682465,0.9150753230554602,5.964393356321196,0.05245812911628017,0.006825605905501427,0.0013912488710192505,0.46672131556232727,0.19880093337661653,0.4444336889759956,0.05535514618121227,0.007289287074972559,0.001391476518923504,0.09199191249696301,0.013027146018048342,0.0027579601511468098,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,2028x1520,0.3709655058665184,0.9230333817508822,5.745596655463225,0.25928436675445843,0.09019380474110007,0.2104389855735459,0.5071524874820517,0.49374115610137964,0.6564928678674962,0.3836986044858509,0.16144873355870473,0.2439372761356548,0.4031080218805591,0.1604310421986252,0.3153859237135503,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,2028x1520,0.29728597883765184,0.9144362016185541,5.919447167239461,0.16261833578703472,0.05086321296628304,0.05420899995865149,0.5497596482635174,0.3821801215222688,0.6856274946197268,0.2205353825308292,0.06125934834066002,0.055821947606406325,0.26686990596796745,0.09138606416726586,0.09675722912857053,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,2028x1520,0.2627550422931744,0.9108648620905074,5.944168023192352,0.07270945645801825,0.008673704823614542,0.004904595942124263,0.4903314783901907,0.21244994411489437,0.567469237374203,0.0875554275852121,0.009044300702612548,0.004918120806097102,0.12413330008945603,0.01668990295091198,0.009472867802290027,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,2028x1520,0.2516323023376736,0.9310019665067346,5.417442526024346,0.05180598514761705,0.019920734313774023,0.0029373319972933456,0.2958280128228331,0.039324134658536763,0.3612279491930236,0.06692026646112471,0.04567057104672387,0.0029484872293113256,0.09489246209158662,0.03812467387908962,0.0058164262085099025,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,2028x1520,0.2511041914914686,0.9322461728238864,5.874450906219638,0.049470661410914024,0.020275021473313757,0.0017157834158684335,0.2312660466272349,0.12596338000405244,0.4610653660024111,0.07067111783366693,0.03827044164351636,0.0017193210450838139,0.08846040716260678,0.038334074187813656,0.0034042948738216136,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 75 | resnet101_img2028x1520_20260303_153020,resnet101,75,39ft,2x2,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,2028x1520,0.24142494949085028,0.9323003588308572,5.935524413947773,0.019562375688739465,0.0076050248029847205,0.0011485243115176445,0.17079373820619304,0.05999742151640373,0.28904440206177456,0.02551108887927794,0.009600272814209358,0.00114983978460295,0.03550528248733403,0.014323072363262824,0.00224279352748828,0.11389453212420146,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet101_img2028x1520_20260303_153020/resnet101_vineyard_segmentation_paper-75_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,72,vineyard_segmentation_paper-72,39ft,Full Res,1280x960,0.3784327611775649,0.9304133945041232,6.205095672909501,0.12857447054850313,0.0011461021177612443,0.4548799404149458,0.7263602088024563,0.04176076777845458,0.585412638166864,0.1363789191570027,0.0011702566682195222,0.6768897608057208,0.22340930907409437,0.002276706900874282,0.6246761518979671,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,73,vineyard_segmentation_paper-73,65ft,Full Res,1280x960,0.22888301943288178,0.9102571432931081,6.628403065420595,0.004450498646366374,0.0,0.0007978206869421908,0.5744755267295887,0.0,0.22791011029124858,0.004465813461718092,0.0,0.0008002929353767398,0.008855043665637575,0.0,0.0015915225571588175,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,74,vineyard_segmentation_paper-74,100ft,Full Res,1280x960,0.23351092314718588,0.9340273248581659,5.6773803247865064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,75,vineyard_segmentation_paper-75,39ft,2x2,1280x960,0.47332958799816033,0.9537950885106645,22.191491852004987,0.30999010247401476,0.08302421638649793,0.5473233552964332,0.6534715142098404,0.48206651206944817,0.7140661793270268,0.3976047843952835,0.09137986032500692,0.7087049750854687,0.46615176366337263,0.14662158911573794,0.6988467412083316,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,76,vineyard_segmentation_paper-76,39ft,4x4,1280x960,0.3256067682902344,0.9291623619513781,33.731213588209435,0.16121017918878988,0.021014103065965774,0.1920171780815141,0.589166367375441,0.24645200476775617,0.7456884952399822,0.18913475526251924,0.022819112201841036,0.20453762989580904,0.25912141768270686,0.03919725891865935,0.3081047817586332,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,77,vineyard_segmentation_paper-77,39ft,6x6,1280x960,0.2763481385678334,0.9178571172490857,34.52110257948687,0.011407995946509954,0.0007631219812390634,0.04007058367990623,0.14806642337995227,0.03411793688962088,0.649471433816599,0.011771709382209925,0.0007694423077409212,0.04040719580053608,0.020237688222179764,0.0014892641335313144,0.07343015338407326,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,78,vineyard_segmentation_paper-78,65ft,2x2,1280x960,0.29561459634700626,0.9159619204203286,21.555951385994845,0.14648733828657487,0.00037565700541699915,0.1188781065055769,0.6040561166217733,0.014926101114944943,0.5338161882728129,0.1757706617038473,0.00039099315250373985,0.14277436313088301,0.2490782383763515,0.0007494669338821964,0.19220343637058004,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,79,vineyard_segmentation_paper-79,65ft,4x4,1280x960,0.30448789872242155,0.9187863651398689,33.51662200683223,0.14790192572880312,0.009324032253267547,0.1345871047139869,0.5039623116229136,0.11092023315997362,0.6156547412984243,0.1836206278938185,0.010772102235630243,0.14659612419080226,0.2470065028288028,0.017560581070670937,0.21578371121212236,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,80,vineyard_segmentation_paper-80,65ft,6x6,1280x960,0.26662330146829627,0.9140719161260695,34.46237120877203,0.023727778501365284,0.0006404954084072495,0.060200278982191296,0.31412356954278703,0.06308351335820617,0.5292528434899957,0.025218565953276293,0.0006445479556355819,0.06173143441771153,0.04346322399176354,0.00127065101123031,0.10593052511208007,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,81,vineyard_segmentation_paper-81,100ft,2x2,1280x960,0.24242070570181745,0.9319905090332032,18.705032741468937,0.034559182739371946,0.0005743855655326504,0.002414477619920972,0.221243125203118,0.01618171021377672,0.2015210510219603,0.04045622960089607,0.0005927005394118671,0.0024792668763604694,0.06450352800364811,0.0011435165757448596,0.004799184975267004,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,82,vineyard_segmentation_paper-82,100ft,4x4,1280x960,0.25950337925245737,0.9345549418131508,32.246754103358,0.07257619875738329,0.003087427572932835,0.027392204577338153,0.22807280865744892,0.015298897480684005,0.5319186215135541,0.09910393102622272,0.007525377942369596,0.027911255940094262,0.12530615252654415,0.006021873366115469,0.046686560746053055,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 75 | resnet18_img1280x960_20260303_150925,resnet18,75,39ft,2x2,single_altitude,83,vineyard_segmentation_paper-83,100ft,6x6,1280x960,0.24857911380080805,0.9349210237989238,33.57745319935723,0.015522424015522947,0.0011215177820018036,0.033190168434201466,0.17140472743454938,0.022607911508239213,0.4949024859846008,0.01734999739812767,0.0012598182717553773,0.03378046605758982,0.028351123741474575,0.002170597176907444,0.05790279598250978,0.12592691715274537,/home/users/jcox/resnets/paper_datasets_results/altitudes_without_augmentations/vineyard_segmentation_paper-75/resnet18_img1280x960_20260303_150925/resnet18_vineyard_segmentation_paper-75_unet_image_size_1280x960_batch_size_8.pth
