Dataset,Model,InferenceMode,Conf,IoU,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:0.5,40,0,279,319,40,0.4067801913073923
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:0.5,40,0,279,319,40,0.4067801913073923
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:0.5,40,0,279,319,40,0.4067801913073923
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:0.5,40,0,245,285,40,0.41132391179247957
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:0.5,40,0,245,285,40,0.41132391179247957
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:0.5,40,0,245,285,40,0.41132391179247957
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:0.5,40,0,225,265,40,0.4204673618726447
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:0.5,40,0,225,265,40,0.4204673618726447
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:0.5,40,0,225,265,40,0.4204673618726447
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.75,40,0,26,66,40,0.4412479662466255
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.75,40,0,26,66,40,0.4412479662466255
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.75,40,0,26,66,40,0.4412479662466255
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:0.5,40,0,245,285,40,0.4426041135189762
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:0.5,40,0,245,285,40,0.4426041135189762
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:0.5,40,0,245,285,40,0.4426041135189762
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:0.5,40,0,193,233,40,0.44343920624822725
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:0.5,40,0,193,233,40,0.44343920624822725
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:0.5,40,0,193,233,40,0.44343920624822725
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:0.5,40,0,322,362,40,0.44646488458890526
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:0.5,40,0,322,362,40,0.44646488458890526
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:0.5,40,0,322,362,40,0.44646488458890526
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:2.0,40,0,21,61,40,0.4522177424142204
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:2.0,40,0,21,61,40,0.4522177424142204
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:2.0,40,0,21,61,40,0.4522177424142204
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:2.0,40,0,13,53,40,0.46943275582978167
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:2.0,40,0,13,53,40,0.46943275582978167
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:2.0,40,0,13,53,40,0.46943275582978167
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.75,40,0,16,56,40,0.4763866762951149
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.75,40,0,16,56,40,0.4763866762951149
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.75,40,0,16,56,40,0.4763866762951149
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:0.75,40,0,158,198,40,0.47850981637197426
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:0.75,40,0,158,198,40,0.47850981637197426
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:0.75,40,0,158,198,40,0.47850981637197426
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.75,40,0,47,87,40,0.47863234357332896
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.75,40,0,47,87,40,0.47863234357332896
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.75,40,0,47,87,40,0.47863234357332896
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:0.75,40,0,135,175,40,0.4893282035960209
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:0.75,40,0,135,175,40,0.4893282035960209
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:0.75,40,0,135,175,40,0.4893282035960209
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:0.5,40,0,181,221,40,0.4961100060546149
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:0.5,40,0,181,221,40,0.4961100060546149
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:0.5,40,0,181,221,40,0.4961100060546149
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.75,40,0,22,62,40,0.4965957534148651
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.75,40,0,22,62,40,0.4965957534148651
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.75,40,0,22,62,40,0.4965957534148651
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:0.75,40,0,201,241,40,0.5011041455256735
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:0.75,40,0,201,241,40,0.5011041455256735
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:0.75,40,0,201,241,40,0.5011041455256735
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,86,126,40,0.5034041178090864
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,86,126,40,0.5034041178090864
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,86,126,40,0.5034041178090864
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:2.0,40,0,36,76,40,0.505491438426544
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:2.0,40,0,36,76,40,0.505491438426544
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:2.0,40,0,36,76,40,0.505491438426544
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:3",40,0,31,71,40,0.5058306260224479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:3",40,0,31,71,40,0.5058306260224479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:3",40,0,31,71,40,0.5058306260224479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,107,147,40,0.5058306260224479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,107,147,40,0.5058306260224479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,107,147,40,0.5058306260224479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,91,131,40,0.5117344986716215
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,91,131,40,0.5117344986716215
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,91,131,40,0.5117344986716215
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:0.75,40,0,123,163,40,0.5130992925722629
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:0.75,40,0,123,163,40,0.5130992925722629
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:0.75,40,0,123,163,40,0.5130992925722629
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:2.0,40,0,17,57,40,0.5159303996060999
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:2.0,40,0,17,57,40,0.5159303996060999
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:2.0,40,0,17,57,40,0.5159303996060999
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.75,40,0,14,54,40,0.5205284744127133
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.75,40,0,14,54,40,0.5205284744127133
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.75,40,0,14,54,40,0.5205284744127133
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:0.75,40,0,146,186,40,0.5205505983836292
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:0.75,40,0,146,186,40,0.5205505983836292
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:0.75,40,0,146,186,40,0.5205505983836292
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,136,176,40,0.5211519901081942
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,136,176,40,0.5211519901081942
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,136,176,40,0.5211519901081942
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.5,40,0,54,94,40,0.5245711754210349
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.5,40,0,54,94,40,0.5245711754210349
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.5,40,0,54,94,40,0.5245711754210349
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:3",40,0,24,64,40,0.5275592584672849
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:3",40,0,24,64,40,0.5275592584672849
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:3",40,0,24,64,40,0.5275592584672849
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:0.75,40,0,103,143,40,0.531039234371248
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:0.75,40,0,103,143,40,0.531039234371248
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:0.75,40,0,103,143,40,0.531039234371248
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:0.75,40,0,114,154,40,0.5353392609903607
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:0.75,40,0,114,154,40,0.5353392609903607
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:0.75,40,0,114,154,40,0.5353392609903607
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.5,40,0,42,82,40,0.5398114824032716
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.5,40,0,42,82,40,0.5398114824032716
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.5,40,0,42,82,40,0.5398114824032716
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,68,108,40,0.5437900749143999
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,68,108,40,0.5437900749143999
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,68,108,40,0.5437900749143999
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,87,127,40,0.5438061859269201
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,87,127,40,0.5438061859269201
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,87,127,40,0.5438061859269201
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:2.0,40,0,9,49,40,0.5451774540809932
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:2.0,40,0,9,49,40,0.5451774540809932
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:2.0,40,0,9,49,40,0.5451774540809932
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.25,40,0,68,108,40,0.5504347953843883
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.25,40,0,68,108,40,0.5504347953843883
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.25,40,0,68,108,40,0.5504347953843883
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.25,40,0,54,94,40,0.5532204263367234
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.25,40,0,54,94,40,0.5532204263367234
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.25,40,0,54,94,40,0.5532204263367234
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.0,40,0,74,114,40,0.5547828676047738
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.0,40,0,74,114,40,0.5547828676047738
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.0,40,0,74,114,40,0.5547828676047738
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.0,40,0,94,134,40,0.5582668454570227
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.0,40,0,94,134,40,0.5582668454570227
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.0,40,0,94,134,40,0.5582668454570227
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.5,40,0,75,115,40,0.560614613482822
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.5,40,0,75,115,40,0.560614613482822
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.5,40,0,75,115,40,0.560614613482822
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.5,40,0,43,83,40,0.5713927296151893
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.5,40,0,43,83,40,0.5713927296151893
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.5,40,0,43,83,40,0.5713927296151893
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.25,40,0,49,89,40,0.5718736584273926
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.25,40,0,49,89,40,0.5718736584273926
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.25,40,0,49,89,40,0.5718736584273926
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:0.5, min_s:1",40,0,69,109,40,0.5731465571489303
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:0.5, min_s:1",40,0,69,109,40,0.5731465571489303
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:0.5, min_s:1",40,0,69,109,40,0.5731465571489303
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.0,40,0,67,107,40,0.5766191024993217
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.0,40,0,67,107,40,0.5766191024993217
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.0,40,0,67,107,40,0.5766191024993217
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.25,40,0,92,132,40,0.5796699359567439
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.25,40,0,92,132,40,0.5796699359567439
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.25,40,0,92,132,40,0.5796699359567439
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:1.0,40,0,129,169,40,0.5802104436189041
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:1.0,40,0,129,169,40,0.5802104436189041
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,Agglomerative,dist_thresh:1.0,40,0,129,169,40,0.5802104436189041
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.5,40,0,38,78,40,0.5866050900268169
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.5,40,0,38,78,40,0.5866050900268169
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.5,40,0,38,78,40,0.5866050900268169
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.5,40,0,35,75,40,0.590113569682146
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.5,40,0,35,75,40,0.590113569682146
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.5,40,0,35,75,40,0.590113569682146
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.25,40,0,56,96,40,0.5910940077490129
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.25,40,0,56,96,40,0.5910940077490129
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.25,40,0,56,96,40,0.5910940077490129
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,Agglomerative,dist_thresh:1.0,40,0,84,124,40,0.5948947496510782
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,Agglomerative,dist_thresh:1.0,40,0,84,124,40,0.5948947496510782
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,Agglomerative,dist_thresh:1.0,40,0,84,124,40,0.5948947496510782
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.25,40,0,42,82,40,0.606196971081906
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.25,40,0,42,82,40,0.606196971081906
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.25,40,0,42,82,40,0.606196971081906
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:1.0,40,0,52,92,40,0.6070467168043203
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:1.0,40,0,52,92,40,0.6070467168043203
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:1.0,40,0,52,92,40,0.6070467168043203
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:0.5, min_s:3",40,0,30,70,40,0.6141432418519622
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:0.5, min_s:3",40,0,30,70,40,0.6141432418519622
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:0.5, min_s:3",40,0,30,70,40,0.6141432418519622
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.0,40,0,61,101,40,0.6151993175415478
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.0,40,0,61,101,40,0.6151993175415478
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.0,40,0,61,101,40,0.6151993175415478
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:0.5, min_s:3",40,0,29,69,40,0.6372621161794413
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:0.5, min_s:3",40,0,29,69,40,0.6372621161794413
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:0.5, min_s:3",40,0,29,69,40,0.6372621161794413
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.75,39,1,16,55,40,0.5158992003435916
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.75,39,1,16,55,40,0.5158992003435916
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.75,39,1,16,55,40,0.5158992003435916
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:2.0,39,1,9,48,40,0.5345532232483812
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:2.0,39,1,9,48,40,0.5345532232483812
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:2.0,39,1,9,48,40,0.5345532232483812
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:2.0,39,1,6,45,40,0.5640938355184933
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:2.0,39,1,6,45,40,0.5640938355184933
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:2.0,39,1,6,45,40,0.5640938355184933
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:5",39,1,35,74,40,0.5718389750989479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:5",39,1,35,74,40,0.5718389750989479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:5",39,1,35,74,40,0.5718389750989479
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:1.75,39,1,10,49,40,0.5763229603704151
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:1.75,39,1,10,49,40,0.5763229603704151
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:1.75,39,1,10,49,40,0.5763229603704151
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:0.5, min_s:3",39,1,19,58,40,0.6112431501336489
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:0.5, min_s:3",39,1,19,58,40,0.6112431501336489
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:0.5, min_s:3",39,1,19,58,40,0.6112431501336489
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:1.5,39,1,25,64,40,0.6182063298654927
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:1.5,39,1,25,64,40,0.6182063298654927
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:1.5,39,1,25,64,40,0.6182063298654927
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:1.25,39,1,35,74,40,0.6360280362629877
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:1.25,39,1,35,74,40,0.6360280362629877
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:1.25,39,1,35,74,40,0.6360280362629877
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:5",39,1,32,71,40,0.6425101366956127
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:5",39,1,32,71,40,0.6425101366956127
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:5",39,1,32,71,40,0.6425101366956127
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,Agglomerative,dist_thresh:0.5,39,1,186,225,40,0.6566787906528183
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,Agglomerative,dist_thresh:0.5,39,1,186,225,40,0.6566787906528183
