Dataset,Model,InferenceMode,Conf,IoU,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.0, min_s:5",15,25,3,18,40,0.6676165387469214
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.0, min_s:5",15,25,3,18,40,0.6676165387469214
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.0, min_s:5",15,25,3,18,40,0.6676165387469214
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.5, min_s:3",15,25,6,21,40,0.7990544073974691
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.5, min_s:3",15,25,6,21,40,0.7990544073974691
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.5, min_s:3",15,25,6,21,40,0.7990544073974691
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.25, min_s:1",15,25,34,49,40,0.8335881462895157
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.25, min_s:1",15,25,34,49,40,0.8335881462895157
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.25, min_s:1",15,25,34,49,40,0.8335881462895157
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.3,Agglomerative,dist_thresh:1.75,15,25,26,41,40,0.8466987052114032
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.45,Agglomerative,dist_thresh:1.75,15,25,26,41,40,0.8466987052114032
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.6,Agglomerative,dist_thresh:1.75,15,25,26,41,40,0.8466987052114032
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.5, min_s:1",15,25,12,27,40,0.9047726098818398
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.5, min_s:1",15,25,12,27,40,0.9047726098818398
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.5, min_s:1",15,25,12,27,40,0.9047726098818398
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.25, min_s:3",15,25,5,20,40,1.0348181799467313
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.25, min_s:3",15,25,5,20,40,1.0348181799467313
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.25, min_s:3",15,25,5,20,40,1.0348181799467313
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.0, min_s:1",15,25,13,28,40,1.1688033672779068
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.0, min_s:1",15,25,13,28,40,1.1688033672779068
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.0, min_s:1",15,25,13,28,40,1.1688033672779068
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.5, min_s:1",15,25,32,47,40,1.2606223295037304
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.5, min_s:1",15,25,32,47,40,1.2606223295037304
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.5, min_s:1",15,25,32,47,40,1.2606223295037304
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:0.5, min_s:5",15,25,15,30,40,1.2971325315488016
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:0.5, min_s:5",15,25,15,30,40,1.2971325315488016
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:0.5, min_s:5",15,25,15,30,40,1.2971325315488016
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.0, min_s:3",15,25,5,20,40,1.327704466520524
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.0, min_s:3",15,25,5,20,40,1.327704466520524
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.0, min_s:3",15,25,5,20,40,1.327704466520524
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,KMeans,k:38,15,25,23,38,40,1.3518650685375746
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,KMeans,k:38,15,25,23,38,40,1.3518650685375746
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,KMeans,k:38,15,25,23,38,40,1.3518650685375746
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:2.0,15,25,26,41,40,1.3579145493107838
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:2.0,15,25,26,41,40,1.3579145493107838
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:2.0,15,25,26,41,40,1.3579145493107838
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:0.5, min_s:3",15,25,7,22,40,1.5160776818313413
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:0.5, min_s:3",15,25,7,22,40,1.5160776818313413
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:0.5, min_s:3",15,25,7,22,40,1.5160776818313413
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:0.5, min_s:5",15,25,7,22,40,1.524193528356806
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:0.5, min_s:5",15,25,7,22,40,1.524193528356806
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:0.5, min_s:5",15,25,7,22,40,1.524193528356806
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.3,KMeans,k:42,15,25,27,42,40,1.6454510689708206
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.45,KMeans,k:42,15,25,27,42,40,1.6454510689708206
August_100ft,Model_10_March_2x2,SAHI_2x2,0.5,0.6,KMeans,k:42,15,25,27,42,40,1.6454510689708206
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.25, min_s:3",14,26,5,19,40,0.619449726385889
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.25, min_s:3",14,26,5,19,40,0.619449726385889
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.25, min_s:3",14,26,5,19,40,0.619449726385889
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.5, min_s:1",14,26,39,53,40,0.6337130052357733
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.5, min_s:1",14,26,39,53,40,0.6337130052357733
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.5, min_s:1",14,26,39,53,40,0.6337130052357733
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.0, min_s:5",14,26,2,16,40,0.6626941356273367
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.0, min_s:5",14,26,2,16,40,0.6626941356273367
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.0, min_s:5",14,26,2,16,40,0.6626941356273367
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.5, min_s:3",14,26,2,16,40,0.7534768581325292
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.5, min_s:3",14,26,2,16,40,0.7534768581325292
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.5, min_s:3",14,26,2,16,40,0.7534768581325292
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.25, min_s:3",14,26,4,18,40,0.8029097820783458
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.25, min_s:3",14,26,4,18,40,0.8029097820783458
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.25, min_s:3",14,26,4,18,40,0.8029097820783458
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.0, min_s:1",14,26,16,30,40,0.8618126269044613
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.0, min_s:1",14,26,16,30,40,0.8618126269044613
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.0, min_s:1",14,26,16,30,40,0.8618126269044613
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.25, min_s:5",14,26,5,19,40,0.9889580685068741
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.25, min_s:5",14,26,5,19,40,0.9889580685068741
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.25, min_s:5",14,26,5,19,40,0.9889580685068741
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.25, min_s:3",14,26,5,19,40,1.0145608433879294
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.25, min_s:3",14,26,5,19,40,1.0145608433879294
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.25, min_s:3",14,26,5,19,40,1.0145608433879294
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.25, min_s:5",14,26,1,15,40,1.0200756456806312
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.25, min_s:5",14,26,1,15,40,1.0200756456806312
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.25, min_s:5",14,26,1,15,40,1.0200756456806312
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.25, min_s:3",14,26,2,16,40,1.0514559656000042
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.25, min_s:3",14,26,2,16,40,1.0514559656000042
August_100ft,Model_6_August_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.25, min_s:3",14,26,2,16,40,1.0514559656000042
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,KMeans,k:40,14,26,26,40,40,1.1656103453854718
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,KMeans,k:40,14,26,26,40,40,1.1656103453854718
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,KMeans,k:40,14,26,26,40,40,1.1656103453854718
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:0.75, min_s:5",14,26,6,20,40,1.2232387252709929
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:0.75, min_s:5",14,26,6,20,40,1.2232387252709929
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:0.75, min_s:5",14,26,6,20,40,1.2232387252709929
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,Agglomerative,dist_thresh:1.75,14,26,31,45,40,1.3789217519382324
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,Agglomerative,dist_thresh:1.75,14,26,31,45,40,1.3789217519382324
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,Agglomerative,dist_thresh:1.75,14,26,31,45,40,1.3789217519382324
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.75, min_s:3",13,27,6,19,40,0.5468888377939202
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.75, min_s:3",13,27,6,19,40,0.5468888377939202
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.75, min_s:3",13,27,6,19,40,0.5468888377939202
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.25, min_s:5",13,27,2,15,40,0.5925184068188643
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.25, min_s:5",13,27,2,15,40,0.5925184068188643
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.25, min_s:5",13,27,2,15,40,0.5925184068188643
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.0, min_s:3",13,27,4,17,40,0.6092310726119418
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.0, min_s:3",13,27,4,17,40,0.6092310726119418
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.0, min_s:3",13,27,4,17,40,0.6092310726119418
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.25, min_s:1",13,27,6,19,40,0.6562994998003542
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.25, min_s:1",13,27,6,19,40,0.6562994998003542
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.25, min_s:1",13,27,6,19,40,0.6562994998003542
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.25, min_s:5",13,27,4,17,40,0.6616849311450808
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.25, min_s:5",13,27,4,17,40,0.6616849311450808
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.25, min_s:5",13,27,4,17,40,0.6616849311450808
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.0, min_s:3",13,27,2,15,40,0.6718199177833777
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.0, min_s:3",13,27,2,15,40,0.6718199177833777
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.0, min_s:3",13,27,2,15,40,0.6718199177833777
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.0, min_s:1",13,27,15,28,40,0.7064600060096535
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.0, min_s:1",13,27,15,28,40,0.7064600060096535
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.0, min_s:1",13,27,15,28,40,0.7064600060096535
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.5, min_s:5",13,27,1,14,40,0.766278404716288
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.5, min_s:5",13,27,1,14,40,0.766278404716288
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.5, min_s:5",13,27,1,14,40,0.766278404716288
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:2.0, min_s:1",13,27,18,31,40,0.8473012274557092
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:2.0, min_s:1",13,27,18,31,40,0.8473012274557092
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:2.0, min_s:1",13,27,18,31,40,0.8473012274557092
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:2.0, min_s:1",13,27,5,18,40,0.877827782947497
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:2.0, min_s:1",13,27,5,18,40,0.877827782947497
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:2.0, min_s:1",13,27,5,18,40,0.877827782947497
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.5, min_s:3",13,27,6,19,40,0.9415581841136024
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.5, min_s:3",13,27,6,19,40,0.9415581841136024
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.5, min_s:3",13,27,6,19,40,0.9415581841136024
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.75, min_s:1",13,27,24,37,40,0.9575259422596389
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.75, min_s:1",13,27,24,37,40,0.9575259422596389
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.75, min_s:1",13,27,24,37,40,0.9575259422596389
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.0, min_s:5",13,27,7,20,40,0.9604129806203672
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.0, min_s:5",13,27,7,20,40,0.9604129806203672
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.0, min_s:5",13,27,7,20,40,0.9604129806203672
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.0, min_s:3",13,27,7,20,40,0.9958589489951232
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.0, min_s:3",13,27,7,20,40,0.9958589489951232
August_100ft,Model_6_August_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.0, min_s:3",13,27,7,20,40,0.9958589489951232
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.5, min_s:1",13,27,29,42,40,1.0069373248527047
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.5, min_s:1",13,27,29,42,40,1.0069373248527047
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.5, min_s:1",13,27,29,42,40,1.0069373248527047
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.25, min_s:5",13,27,4,17,40,1.0476819308381042
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.25, min_s:5",13,27,4,17,40,1.0476819308381042
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.25, min_s:5",13,27,4,17,40,1.0476819308381042
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.75, min_s:1",13,27,9,22,40,1.0904791823755269
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.75, min_s:1",13,27,9,22,40,1.0904791823755269
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.75, min_s:1",13,27,9,22,40,1.0904791823755269
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.25, min_s:1",13,27,17,30,40,1.1892719620655885
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.25, min_s:1",13,27,17,30,40,1.1892719620655885
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.25, min_s:1",13,27,17,30,40,1.1892719620655885
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.0, min_s:5",12,28,4,16,40,0.6212297572527963
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.0, min_s:5",12,28,4,16,40,0.6212297572527963
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.0, min_s:5",12,28,4,16,40,0.6212297572527963
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.0, min_s:3",12,28,4,16,40,0.6213066482976348
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.0, min_s:3",12,28,4,16,40,0.6213066482976348
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.0, min_s:3",12,28,4,16,40,0.6213066482976348
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.0, min_s:5",12,28,4,16,40,0.6225389865246596
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.0, min_s:5",12,28,4,16,40,0.6225389865246596
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.0, min_s:5",12,28,4,16,40,0.6225389865246596
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.0, min_s:3",12,28,5,17,40,0.6247405260166733
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.0, min_s:3",12,28,5,17,40,0.6247405260166733
August_100ft,Model_2_Composite_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.0, min_s:3",12,28,5,17,40,0.6247405260166733
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.3,DBSCAN,"eps:1.75, min_s:3",12,28,2,14,40,0.6959893349182986
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.45,DBSCAN,"eps:1.75, min_s:3",12,28,2,14,40,0.6959893349182986
August_100ft,Model_14_July_2x2,SAHI_2x2,0.5,0.6,DBSCAN,"eps:1.75, min_s:3",12,28,2,14,40,0.6959893349182986
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.5, min_s:5",12,28,2,14,40,0.702573155961849
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.5, min_s:5",12,28,2,14,40,0.702573155961849
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.5, min_s:5",12,28,2,14,40,0.702573155961849
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.0, min_s:3",12,28,5,17,40,0.7059881695885099
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.0, min_s:5",12,28,5,17,40,0.7059881695885099
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.0, min_s:3",12,28,5,17,40,0.7059881695885099
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.0, min_s:5",12,28,5,17,40,0.7059881695885099
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.0, min_s:3",12,28,5,17,40,0.7059881695885099
August_100ft,Model_6_August_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.0, min_s:5",12,28,5,17,40,0.7059881695885099
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.25, min_s:5",12,28,2,14,40,0.709640182633223
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.25, min_s:5",12,28,2,14,40,0.709640182633223
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.25, min_s:5",12,28,2,14,40,0.709640182633223
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.5, min_s:3",12,28,3,15,40,0.7808425953394951
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.5, min_s:3",12,28,3,15,40,0.7808425953394951
August_100ft,Model_14_July_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.5, min_s:3",12,28,3,15,40,0.7808425953394951
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.25, min_s:5",12,28,3,15,40,0.8063786432826702
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.25, min_s:5",12,28,3,15,40,0.8063786432826702
August_100ft,Model_14_July_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.25, min_s:5",12,28,3,15,40,0.8063786432826702
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.3,DBSCAN,"eps:1.75, min_s:1",12,28,35,47,40,0.8823110815263127
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.45,DBSCAN,"eps:1.75, min_s:1",12,28,35,47,40,0.8823110815263127
August_100ft,Model_14_July_2x2,SAHI_2x2,0.15,0.6,DBSCAN,"eps:1.75, min_s:1",12,28,35,47,40,0.8823110815263127
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:1.75, min_s:1",12,28,18,30,40,0.9885149129642141
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:1.75, min_s:1",12,28,18,30,40,0.9885149129642141
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:1.75, min_s:1",12,28,18,30,40,0.9885149129642141
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.3,DBSCAN,"eps:2.0, min_s:1",12,28,14,26,40,1.0114294365682623
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.45,DBSCAN,"eps:2.0, min_s:1",12,28,14,26,40,1.0114294365682623
August_100ft,Model_10_March_2x2,SAHI_2x2,0.25,0.6,DBSCAN,"eps:2.0, min_s:1",12,28,14,26,40,1.0114294365682623
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:2.0, min_s:1",12,28,8,20,40,1.0285791183456199
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:2.0, min_s:1",12,28,8,20,40,1.0285791183456199
August_100ft,Model_10_March_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:2.0, min_s:1",12,28,8,20,40,1.0285791183456199
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.3,KMeans,k:42,12,28,30,42,40,1.0562001196887503
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.45,KMeans,k:42,12,28,30,42,40,1.0562001196887503
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.6,KMeans,k:42,12,28,30,42,40,1.0562001196887503
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.3,DBSCAN,"eps:1.25, min_s:1",12,28,9,21,40,1.069145307274357
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.45,DBSCAN,"eps:1.25, min_s:1",12,28,9,21,40,1.069145307274357
August_100ft,Model_6_August_2x2,SAHI_2x2,0.35,0.6,DBSCAN,"eps:1.25, min_s:1",12,28,9,21,40,1.069145307274357
August_100ft,Model_10_March_2x2,SAHI_2x2,0.15,0.3,KMeans,k:40,12,28,28,40,40,1.0723250595950393
