Roboflow Version Name,Description,Tile Size,Image Size,YOLO Trained Image Size (long side),mAP50 (Box),mAP50-95 (Box),Precision (Box),Recall (Box),F1 (Box),AP pole,Precision pole,Recall pole,F1 pole,Frames Per Second,SAHI mAP50 (Box),SAHI mAP50-95 (Box),SAHI Precision (Box),SAHI Recall (Box),SAHI F1 (Box),SAHI AP pole,SAHI Precision pole,SAHI Recall pole,SAHI F1 pole,SAHI Frames Per Second
vineyard_object_detection_paper/10,"March 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,1536x1152,0.9001451181202902,0.484870027745652,0.9001451181202902,0.9204339963833634,0.9101765057019395,0.9001451181202902,0.9001451181202902,0.9204339963833634,0.9101765057019395,7.218079834417577,0.8742049517351892,0.46892176823996323,0.8742049517351892,0.9041591320072333,0.8889297726862977,0.8742049517351892,0.8742049517351892,0.9041591320072333,0.8889297726862977,0.4753535635167342
vineyard_object_detection_paper/11,"March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,1024x768,0.8610954163205263,0.4669007139934847,0.8610954163205263,0.8857644991212654,0.8732557698421626,0.8610954163205263,0.8610954163205263,0.8857644991212654,0.8732557698421626,23.718374611755692,0.8658499214544012,0.459053439453618,0.8658499214544012,0.8840070298769771,0.8748342735121879,0.8658499214544012,0.8658499214544012,0.8840070298769771,0.8748342735121879,1.812847672159721
vineyard_object_detection_paper/12,"March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,1024x768,0.8281593005604299,0.44144609346559904,0.8281593005604299,0.8500797448165869,0.8389763649310628,0.8281593005604299,0.8281593005604299,0.8500797448165869,0.8389763649310628,36.00483421961906,0.8207622730038219,0.43717433128849736,0.8207622730038219,0.8452950558213717,0.8328480411464101,0.8207622730038219,0.8207622730038219,0.8452950558213717,0.8328480411464101,25.3193227331679
vineyard_object_detection_paper/13,"March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,640x480,0.7548391043789461,0.4084985250284414,0.7548391043789461,0.7819650067294751,0.768162657906517,0.7548391043789461,0.7548391043789461,0.7819650067294751,0.768162657906517,55.74598179054811,0.766348714590878,0.40515181281594276,0.766348714590878,0.7900403768506057,0.7780142261387957,0.766348714590878,0.766348714590878,0.7900403768506057,0.7780142261387957,7.473015808317372
vineyard_object_detection_paper/14,"July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,1536x1152,0.6910610444275692,0.409028509475212,0.6910610444275692,0.739612188365651,0.7145128036895343,0.6910610444275692,0.6910610444275692,0.739612188365651,0.7145128036895343,8.077896656092326,0.6843213214886504,0.4061621817748842,0.6843213214886504,0.7285318559556787,0.705734878009026,0.6843213214886504,0.6843213214886504,0.7285318559556787,0.705734878009026,0.4768566058907374
vineyard_object_detection_paper/15,"July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,1024x768,0.7066668537066495,0.3898750778826516,0.7066668537066495,0.7533875338753387,0.7292796798716531,0.7066668537066495,0.7066668537066495,0.7533875338753387,0.7292796798716531,24.322287828607397,0.6995994252981019,0.36903928095896577,0.6995994252981019,0.7425474254742548,0.7204339167542582,0.6995994252981019,0.6995994252981019,0.7425474254742548,0.7204339167542582,1.8061339106901413
vineyard_object_detection_paper/16,"July 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,1024x768,0.5968244550837525,0.35382263384414836,0.5968244550837525,0.665083135391924,0.629107682466753,0.5968244550837525,0.5968244550837525,0.665083135391924,0.629107682466753,36.170728464072525,0.5909427173798811,0.3495984534587962,0.5909427173798811,0.6365795724465558,0.6129128008311443,0.5909427173798811,0.5909427173798811,0.6365795724465558,0.6129128008311443,25.978012525090175
vineyard_object_detection_paper/17,"July 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,640x480,0.6126651249021052,0.38063248320565385,0.6126651249021052,0.6434599156118144,0.6276850422574499,0.6126651249021052,0.6126651249021052,0.6434599156118144,0.6276850422574499,57.336285783416336,0.6256548626974925,0.37655872304399246,0.6256548626974925,0.6582278481012658,0.6415281559033542,0.6256548626974925,0.6256548626974925,0.6582278481012658,0.6415281559033542,7.571422668816287
vineyard_object_detection_paper/18,"August 2024 March 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,1536x1152,0.7887446100410328,0.4088354726449241,0.7887446100410328,0.8373305526590198,0.8123117250445409,0.7887446100410328,0.7887446100410328,0.8373305526590198,0.8123117250445409,8.30481890248874,0.7731700501558314,0.3909785755221857,0.7731700501558314,0.821689259645464,0.7966916231272394,0.7731700501558314,0.7731700501558314,0.821689259645464,0.7966916231272394,0.4760383479888346
vineyard_object_detection_paper/19,"August 2024 March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,1024x768,0.7796035730195663,0.4067227664754842,0.7796035730195663,0.8272357723577236,0.8027136822545928,0.7796035730195663,0.7796035730195663,0.8272357723577236,0.8027136822545928,24.84502985478869,0.7763619583298836,0.3872984165697371,0.7763619583298836,0.8211382113821138,0.7981225691676095,0.7763619583298836,0.7763619583298836,0.8211382113821138,0.7981225691676095,1.79247883494512
