Trained Model,Test Dataset,mAP50,mAP50-95,Precision,Recall,FPS,Predictions,Ground Truth
vineyard_object_detection_paper-57,Test: Dataset (v58_aug),0.33262686228531163,0.14005145346820047,0.33262686228531163,0.363265306122449,6.973205746360838,467,980
vineyard_object_detection_paper-57,Test: Dataset (v59),0.026305571733643954,0.010389531600218844,0.026305571733643954,0.023450586264656615,8.483962815878517,17,597
vineyard_object_detection_paper-57,Test: Dataset (v59_aug),0.0176017601760176,0.00866886688668867,0.0176017601760176,0.011731843575418994,8.54805196393258,27,1790
vineyard_object_detection_paper-57,Test: Dataset (v60),0.0,0.0,0.0,0.0,7.020294556502636,0,405
vineyard_object_detection_paper-57,Test: Dataset (v60_aug),0.0,0.0,0.0,0.0,8.079301459254173,0,1203
vineyard_object_detection_paper-57,Test: Dataset (v61),0.2599263963648891,0.11184331138336968,0.2599263963648891,0.2948328267477204,26.643627416139,134,329
vineyard_object_detection_paper-57,Test: Dataset (v61_aug),0.24730328709451185,0.09828370049817438,0.24730328709451185,0.2606679035250464,26.100616629691803,357,1078
vineyard_object_detection_paper-57,Test: Dataset (v62),0.5083027126635192,0.23755567063838748,0.5083027126635192,0.5669291338582677,18.36848245084303,292,381
vineyard_object_detection_paper-57,Test: Dataset (v62_aug),0.32443271838200677,0.13240856461298042,0.32443271838200677,0.3756063756063756,18.279761777201177,787,1443
vineyard_object_detection_paper-57,Test: Dataset (v63),0.47829111714403233,0.22035004452715914,0.47829111714403233,0.5395033860045146,38.48836599049878,313,443
vineyard_object_detection_paper-57,Test: Dataset (v63_aug),0.2535541994783157,0.10096829413146553,0.2535541994783157,0.29978354978354976,38.31407908240383,794,1848
vineyard_object_detection_paper-57,Test: Dataset (v64),0.6133250728347771,0.29925985119825643,0.6133250728347771,0.632890365448505,21.53027045344599,420,602
vineyard_object_detection_paper-57,Test: Dataset (v64_aug),0.4880411242569446,0.210923228765508,0.4880411242569446,0.514013749338974,21.584077273454913,1106,1891
vineyard_object_detection_paper-57,Test: Dataset (v65),0.6139530023159707,0.3129519805380892,0.6139530023159707,0.6388059701492538,44.66683628418432,489,670
vineyard_object_detection_paper-57,Test: Dataset (v65_aug),0.4371478825341252,0.1939373604179447,0.4371478825341252,0.4645048203330412,44.86236138760767,1257,2282
vineyard_object_detection_paper-57,Test: Dataset (v66),0.36102266862543253,0.13115005752505224,0.36102266862543253,0.4049479166666667,19.27174754902798,434,768
vineyard_object_detection_paper-57,Test: Dataset (v66_aug),0.21587552037939844,0.08335740253882545,0.21587552037939844,0.2354542361347397,19.349013874105697,856,2939
vineyard_object_detection_paper-57,Test: Dataset (v67),0.11114614717909152,0.05030748753676708,0.11114614717909152,0.11374407582938388,19.091096330146126,57,422
vineyard_object_detection_paper-57,Test: Dataset (v67_aug),0.1114299055058034,0.04272649895703949,0.1114299055058034,0.11334405144694534,21.024502915374683,158,1244
vineyard_object_detection_paper-57,Test: Dataset (v68),0.40959919098103453,0.18388023974803192,0.40959919098103453,0.42954545454545456,32.14941059533994,206,440
vineyard_object_detection_paper-57,Test: Dataset (v68_aug),0.2796986903300834,0.11867286223852605,0.2796986903300834,0.296085409252669,33.441901117469754,475,1405
vineyard_object_detection_paper-57,Test: Dataset (v69),0.2943653215152169,0.1395031035130423,0.2943653215152169,0.3030888030888031,49.08524811039848,172,518
vineyard_object_detection_paper-57,Test: Dataset (v69_aug),0.1867308299835013,0.07959529401199404,0.1867308299835013,0.1978984238178634,50.3274935586058,397,1713
