Roboflow Version Name,Description,Tile Size,Image Size,Backbone,ResNet Trained Image Size,mIoU,IoU_background,IoU_pole,IoU_trunk,IoU_vine_row,Precision_background,Precision_pole,Precision_trunk,Precision_vine_row,Recall_background,Recall_pole,Recall_trunk,Recall_vine_row,F1_background,F1_pole,F1_trunk,F1_vine_row,pixel_acc,FPS
vineyard_segmentation_paper/1,"August 2024 March 2025 July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1014x760,0.48991958713947076,0.9509606723760633,0.29416169264964465,0.15268304127331855,0.5618729422588564,0.9722470280993398,0.6087011750700833,0.40504052111742417,0.7114470698282023,0.9774260255291259,0.3692007201177363,0.20129732427088623,0.7249026447994628,0.9748167996418637,0.4480369078775121,0.2579208160738935,0.7167456412588656,0.9518344467610661,6.32777996629861
vineyard_segmentation_paper/1,"August 2024 March 2025 July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1280x960,0.4724845506160817,0.9514596568044168,0.24598386316802126,0.11824700970145358,0.5742476727904354,0.9750989141895395,0.6566411175371014,0.47719699115820813,0.683591187168994,0.975105190496745,0.29084347657852566,0.14419654495267412,0.7831372909729424,0.9750808748473795,0.3861824912996179,0.20126372112497612,0.7272765772097564,0.9519595548291225,7.130980423791991
vineyard_segmentation_paper/1,"August 2024 March 2025 July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,2028x1520,0.5331703135762565,0.9530725454523076,0.37881730340887215,0.23305984209467911,0.5677315633491669,0.9747315617352782,0.5807961318658351,0.5415669954768441,0.711065322655733,0.9771398605586097,0.5379278099637279,0.29855597655289745,0.7336522954203564,0.9759263520882264,0.5466999214512562,0.3710929632389299,0.7211326339383297,0.9537090908627472,5.354520443387627
vineyard_segmentation_paper/1,"August 2024 March 2025 July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,640x480,0.4548888449002321,0.9490792902972998,0.24081176690297104,0.08311046100033138,0.5465538614003258,0.9708797052854216,0.47906344467299466,0.23748807993760293,0.7040564713106741,0.9768283056566985,0.33412309052286565,0.12150232882458421,0.704652364630856,0.9738317176122858,0.38432535112005495,0.1494747293228533,0.7032193971776585,0.949506825368642,8.213398277435713
vineyard_segmentation_paper/10,"March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1014x760,0.43573892182087903,0.9576100415078057,0.1798400388654445,0.1953909663498245,0.41011464056044167,0.9720069571483231,0.5087511884768396,0.5276010678237096,0.6183811448302902,0.9847492607477772,0.2161913949446619,0.24345769397730121,0.5709016582957787,0.978290735671295,0.29424390343944756,0.31586677758586157,0.5754217748975987,0.9569303830026248,15.939197871236027
vineyard_segmentation_paper/10,"March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1280x960,0.4631348423869445,0.9577184615754522,0.26745517155810916,0.19708633043558346,0.4302794059786335,0.9761530121925784,0.47554284720044865,0.5431544814642647,0.5918514861996244,0.9806487761321059,0.37059554053625415,0.24487813839164932,0.6422088206349494,0.9783448791282814,0.4059904779818139,0.31625830912321024,0.5953574571959657,0.956678212483724,16.3033990474478
vineyard_segmentation_paper/10,"March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,2028x1520,0.4487013440105628,0.9571236649620867,0.18209314249380654,0.2285974743153401,0.42699109427101783,0.9754490394834617,0.5434837354135958,0.5273129791526457,0.5837435138268395,0.980727480129202,0.21433812358514,0.2907710852529,0.6381191802071877,0.9780352858730327,0.297834747263102,0.3572484072042975,0.5933922238981159,0.956499511421861,6.397232729552187
vineyard_segmentation_paper/10,"March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,640x480,0.4378792773754459,0.9551995269993973,0.1563570408202227,0.2078675785184862,0.43209296316367724,0.9772386910602473,0.5648607539101318,0.41082871431647705,0.574138826204695,0.9769115514838284,0.17848378513033342,0.301818371381182,0.6649470875226611,0.9770203322123912,0.25892038746936835,0.3346143404604652,0.5999719805865361,0.9540084112258187,31.910724268932
vineyard_segmentation_paper/11,"March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,1014x760,0.439012380685975,0.9573987700072414,0.17304831557442318,0.22411976128860728,0.4014826758736281,0.9747795998580598,0.5414258829225097,0.5750828246863955,0.5505602205323559,0.981581474114049,0.20341156939646024,0.2728024633155089,0.6031448732745149,0.9781063799554912,0.2749973492420231,0.3464832101582032,0.5511922689880598,0.9567495239346515,28.610109508894713
vineyard_segmentation_paper/11,"March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,1280x960,0.4365086948323871,0.9577931944383259,0.21521724404740514,0.15682831153410842,0.4161960293097085,0.9750027658884831,0.52234878456827,0.6089783443602367,0.5570790404428089,0.98180288927871,0.28289040341831656,0.17341838707929483,0.6391943592078675,0.9783239850863431,0.3345915788409926,0.2554959451624804,0.5669932007702126,0.9572081447782971,18.825257818768613
vineyard_segmentation_paper/11,"March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,2028x1520,0.45395194430299873,0.9576195485885789,0.24745606197746414,0.2273058030174208,0.38342636362853105,0.974455706140993,0.4603424158452473,0.49560231927948173,0.5697140317695554,0.9821439101994446,0.37048639761393076,0.30066273732260074,0.5571865192776808,0.978233224424921,0.375377667376129,0.3516852755951923,0.534259393720809,0.9565827308945909,6.635483818943712
vineyard_segmentation_paper/11,"March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,640x480,0.4490634120881044,0.9578299342046337,0.17719585397200716,0.2455965482613806,0.41563131191439673,0.976890222095843,0.5388274913379067,0.48679739554363827,0.5573215988615348,0.9799649885048557,0.22189517728320476,0.33209162215500243,0.6398832032673408,0.9783499432826603,0.2801531304887954,0.3756259369129674,0.5643286461211701,0.9570526631673176,72.7213835052859
vineyard_segmentation_paper/12,"March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,1014x760,0.4313432071482185,0.9560463356155489,0.1791496267100382,0.18761086194644636,0.39270326756569157,0.9761666360658364,0.49871562544682263,0.4860684648124675,0.5229911275174565,0.9787049352595785,0.24933426706023276,0.22688463703099077,0.6240430715285326,0.9773699538670368,0.282238169721736,0.2895242063257743,0.5377298164382273,0.9552966798159103,28.944442192450058
vineyard_segmentation_paper/12,"March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,1280x960,0.45722272883634946,0.9567399691612772,0.22365552506271877,0.24442496248148615,0.3937310831730858,0.9781794074921413,0.5187692665391538,0.4785574650886985,0.5228179629410198,0.9774636797263468,0.30522351535713,0.33710125623170595,0.6260654208028429,0.9777529024582853,0.3374982038523927,0.3676644806497732,0.5385747833247171,0.9557148234049478,18.576620516528276
vineyard_segmentation_paper/12,"March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,2028x1520,0.4055864802569959,0.9564516239920872,0.17850762501291642,0.14056358281485049,0.3374785644134492,0.9679445384078817,0.5142315571452021,0.5799887864959276,0.5656702933068042,0.9876081845554179,0.2406538994481057,0.15617738307683998,0.4650635622197132,0.9775797847488097,0.2802923498400536,0.228106357817721,0.4780488312152185,0.95603373436828,6.654390215135061
vineyard_segmentation_paper/12,"March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,640x480,0.4461388303402529,0.9568405745260281,0.19453434853098653,0.21100370178386707,0.4089020327023814,0.9784528549646089,0.5291201989625713,0.5237652752585501,0.5162617655599685,0.9772549305234404,0.2588300750785086,0.25166327187815957,0.6700237610950336,0.9777874877908193,0.30315398342926003,0.3217105529752105,0.5532892027259886,0.9558748921389306,75.34312085362836
vineyard_segmentation_paper/13,"July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1014x760,0.4561828365957656,0.9486530991696662,0.2707213496848352,0.048693209026846734,0.5566636885017139,0.9644787093834636,0.7098857128412868,0.4797772486801382,0.7480811093319638,0.9828745100911273,0.3113747197975166,0.05322128638982654,0.6840583650562042,0.9735734028315229,0.4187804693248061,0.09058197141330208,0.714133167645692,0.9493617260143703,5.313986061800414
vineyard_segmentation_paper/13,"July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1280x960,0.4616130426209526,0.9509814820751191,0.25165323594998074,0.06065795328270879,0.5831594991760016,0.9674797484066866,0.6686031219098924,0.4780140364566336,0.7524727101180184,0.9822653744594976,0.2902508625639028,0.06519334913787178,0.7226757241075239,0.9748033293264676,0.40045666828605986,0.1140903306415082,0.7363359065508336,0.9513104211716426,6.228081354553342
vineyard_segmentation_paper/13,"July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,2028x1520,0.5348309603617898,0.9515141670467945,0.36387009185797264,0.24151123759023937,0.5824283449521529,0.9753114549484713,0.5087027218072057,0.5605388109401992,0.7304641892222634,0.9749076668812483,0.5714316196041421,0.3042007651177214,0.7452762890095187,0.9750882815590889,0.5333753566600766,0.38629690240809966,0.7358517008208495,0.9507675511008475,4.160469984417047
vineyard_segmentation_paper/13,"July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,640x480,0.44437689676258374,0.9457236699779391,0.18413976234328072,0.0929432027343674,0.5547009519947478,0.9651539145298778,0.5304209352079579,0.2755147884319076,0.7280515221831156,0.9790449397430906,0.22642394369492805,0.12584977056874058,0.7014650665137552,0.9720177269835993,0.30256296561738727,0.16692105867214033,0.7127537339111114,0.9461722819010416,8.319521086666434
vineyard_segmentation_paper/14,"July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1014x760,0.5128375718974435,0.9504478463421051,0.33187595352649174,0.21603257302482376,0.5529939146963528,0.9695461237066043,0.6845140298688281,0.548134120691975,0.713645723407723,0.9796272324830873,0.398337888197369,0.26730319675673064,0.7248306414527402,0.9745049418422508,0.4912177719413957,0.3449095086164025,0.7100213391800528,0.9503926626732325,16.09101667035301
vineyard_segmentation_paper/14,"July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1280x960,0.5487578349815287,0.9520648530301186,0.4050071476167862,0.2599718947297224,0.577987444549488,0.9744408440751513,0.605334306352446,0.5899687427020924,0.715399152501246,0.9763667180550407,0.5604961884497432,0.3382055621507263,0.7633338743434837,0.9753584219612939,0.5731078267427475,0.40284231506871554,0.7309078630705855,0.9519925181070964,16.6710744953477
vineyard_segmentation_paper/14,"July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,2028x1520,0.5665452975059516,0.9534276884179784,0.4219721047884866,0.31202607476031285,0.5787553220570285,0.9740351675084885,0.7129056156381604,0.53271489839319,0.7220688390832709,0.9782412452875491,0.5141226889769025,0.4377745010102306,0.7599159426998598,0.9760830665001329,0.5884170686514356,0.46264302462574536,0.7310554457538895,0.9535222043528754,6.406346146012585
vineyard_segmentation_paper/14,"July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,640x480,0.4745701402390844,0.9509624154214834,0.3051505437156453,0.0706919968894954,0.5714756049297137,0.9696818627825843,0.6449330685714579,0.5727140643731407,0.7186432703382769,0.9800258342998481,0.379401502344467,0.07384403993504679,0.747113561076816,0.9747825181276992,0.46075812639608205,0.12680318983969444,0.7251147846097046,0.9512113189697267,33.60085320454982
vineyard_segmentation_paper/15,"July 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,1014x760,0.5413388885697583,0.9510983032266352,0.41040182658240826,0.24666226582561915,0.5485678039344987,0.966888210602987,0.6278595174485019,0.5667284359817554,0.7537706214616436,0.9828906900524652,0.5588025894263811,0.316090075346293,0.6912762821315849,0.9746861057623452,0.5580099191271128,0.3692417496067472,0.7032860713717849,0.9519647081144121,28.61653371775288
vineyard_segmentation_paper/15,"July 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,1280x960,0.5480469419364821,0.9507472497472638,0.4010318813435432,0.28169891073071807,0.5498806970774329,0.9673505185555331,0.5952976662776105,0.48942598844030877,0.7603551418063659,0.9819810933602487,0.5788256050529819,0.41115349843600413,0.6839430609218833,0.974494642626951,0.5505329732092058,0.4125228817061326,0.7040649882765031,0.9512727175476732,18.29780603181065
vineyard_segmentation_paper/15,"July 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,2028x1520,0.5367719147465048,0.9499405590885946,0.40092490646975143,0.22581783423909613,0.5527741100064898,0.9675050802314412,0.6476908387757787,0.5253208459688371,0.7339100882394314,0.9809520497389056,0.5241915989010116,0.2990589834602008,0.7166542970924771,0.9740580321672594,0.5495885420797345,0.3420642676563266,0.7067053840411577,0.9509676871266195,6.6331053866012075
vineyard_segmentation_paper/15,"July 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,640x480,0.5392342864541041,0.9516425661791423,0.3494662773993577,0.2558686243564669,0.5849006474968721,0.9735227725365639,0.6987185640748816,0.47916218822336776,0.705111828405737,0.9766821141224139,0.4082810672040822,0.3469647987004606,0.793199520308261,0.9750079795057733,0.48725274203393976,0.37720047701386833,0.7328320796491807,0.952942623015373,73.85820813072138
vineyard_segmentation_paper/16,"July 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,1014x760,0.5193474846948454,0.9498799099143158,0.34809498517144594,0.11707283592001662,0.5245125487452957,0.9654317826420049,0.5076475508665064,0.47916633474643555,0.7310849438345871,0.9830727480952506,0.5120283149863969,0.13222745547046666,0.6549662653337611,0.9739929488883031,0.4732807643166052,0.1887653147285333,0.6721332061617644,0.9508507828836142,28.78118669279626
vineyard_segmentation_paper/16,"July 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,1280x960,0.5394481978065712,0.9495246144969934,0.34579046401620084,0.21489728175956396,0.5371797725129102,0.9683926740440962,0.5291685480567055,0.3678755611775763,0.7205439858689467,0.9795501231812443,0.49414026910266323,0.33769246917734386,0.6819952527666231,0.9738045386206372,0.47276735385186736,0.31601555239110274,0.6852649600948916,0.950425965808687,18.38269581926034
vineyard_segmentation_paper/16,"July 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,2028x1520,0.5122432631953971,0.9480800375436946,0.3318050982060105,0.16779759055558463,0.530186273689195,0.9690654548473377,0.5349335051088875,0.4587804482551106,0.6809486435054277,0.9774000829798591,0.46236516796208066,0.20877561018226612,0.7127960722193278,0.9730625841678866,0.4608227748695224,0.25707559186808,0.6793418611117085,0.9491352627477531,6.64937244066322
vineyard_segmentation_paper/16,"July 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,640x480,0.5387151638709506,0.9517630233743755,0.3105004227369767,0.20381749853238798,0.5481330137328061,0.9672550696022839,0.559668846765353,0.4358740887497576,0.7353270806285235,0.9831754360696184,0.39607745866644967,0.2569425616893414,0.682268039721403,0.9750052862055288,0.4288398757626056,0.3000916792513566,0.6943217333233741,0.9530507144019721,75.81003678165075
vineyard_segmentation_paper/17,"August 2024 March 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1014x760,0.41353912657682457,0.9500252311921065,0.19333200413172597,0.013362676458175154,0.4974365945252903,0.9656565188497056,0.6352346383869195,0.2748183424315211,0.7121693787609834,0.9832556437124368,0.2231528231399158,0.013980302225963458,0.6169517462253183,0.974332402393671,0.31834522609002314,0.026272561036926743,0.6547727722991847,0.9512157566623659,5.451746382558758
vineyard_segmentation_paper/17,"August 2024 March 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1280x960,0.48665181354357606,0.9517857490819974,0.30788033704127926,0.14474869875365368,0.542192469297374,0.972920165562396,0.48460754753121565,0.2891718773327611,0.7241961429788715,0.9776346791719261,0.4716644897736694,0.24027814214955237,0.6785185344529178,0.9752601583327802,0.46655552433755776,0.2501245083072901,0.6978914801386831,0.9521694800967261,6.476756465091737
vineyard_segmentation_paper/17,"August 2024 March 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,2028x1520,0.47621033857062356,0.9532301680335129,0.28347583437613605,0.14624741143619105,0.5218879404366544,0.9679384265780423,0.5861005178538115,0.46025573594750774,0.7378402834479533,0.9842672723506416,0.36998404214065544,0.181175550320655,0.6338850384338091,0.9760171997491874,0.43065159771483064,0.25188815244640367,0.6798589972655006,0.9538143620886536,4.894437051027014
vineyard_segmentation_paper/17,"August 2024 March 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,640x480,0.4376744928892701,0.9518909631202545,0.20887680021429528,0.03474827275683743,0.5551819354656932,0.9717987325961052,0.5744002350698459,0.3017361471745211,0.6909758726390685,0.9789055613166082,0.2523678057941635,0.0381203252958191,0.73283829471745,0.9753229147421896,0.3403936124713795,0.06606650375925845,0.7103946633318401,0.9529531715029762,7.8568357501327055
vineyard_segmentation_paper/18,"August 2024 March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1014x760,0.4656572762400136,0.9522170486135358,0.17382290451856602,0.22624281149417164,0.5103463403337808,0.971545283485249,0.7139989202208994,0.49072307789568803,0.6820864744525886,0.9795925653167215,0.1884550910089053,0.29422385628639214,0.6758402493732164,0.9754522450615808,0.2729368544384943,0.35395739771717866,0.6635899632814352,0.9535843526623511,16.764223726611874
vineyard_segmentation_paper/18,"August 2024 March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1280x960,0.47628344367003594,0.950926008658611,0.2161292074661075,0.21282833812770158,0.5252502204277233,0.9754186942578486,0.675276698859146,0.5318501940902366,0.6407494885023367,0.9742919349808302,0.24229598235812375,0.26758162749044084,0.748982771992926,0.9747717681538118,0.3328953616840512,0.3366775297634306,0.6799846758697617,0.9519933173769994,17.252777726972603
vineyard_segmentation_paper/18,"August 2024 March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,2028x1520,0.49995092120377793,0.9496155247744943,0.3219206557833184,0.19894457042607466,0.5293229338312246,0.9778965015606734,0.5727048025185469,0.6583494397239942,0.6268978916604624,0.970463705306182,0.4247324080296823,0.2234483795845937,0.7802691730311971,0.9740711152509537,0.4670101630066936,0.31513876670641905,0.6841328481347458,0.9511413707275768,6.559398634676119
vineyard_segmentation_paper/18,"August 2024 March 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,640x480,0.4518409196903485,0.9525930204583556,0.26752006937336087,0.05716389239519384,0.5300866965344843,0.9696367054332036,0.5355810588771429,0.5892536560978696,0.6920827865705533,0.981895021706504,0.354629171021489,0.060831570524480225,0.704560688436241,0.9756370736249338,0.39508918470814886,0.1033371792968226,0.686112431353043,0.9536653791155133,34.053446337856904
vineyard_segmentation_paper/19,"August 2024 March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,1014x760,0.4898745512223977,0.9524851067067442,0.3293257294299868,0.15753440881964728,0.49793540731518904,0.9683896283110351,0.5130558345418812,0.5974229950326715,0.6882395687637393,0.9830114884629954,0.4841825571594904,0.18247722701447427,0.6503360430076904,0.9755050072945552,0.46746576776469473,0.25198100956766073,0.6461222703877562,0.9535850796786717,28.711880361961803
vineyard_segmentation_paper/19,"August 2024 March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,1280x960,0.5175953507618135,0.9524261530547914,0.323512175407563,0.27692391036478814,0.5011716170226498,0.9720063695714801,0.5580214073575294,0.5298899888785336,0.6715218581121224,0.9792285308846359,0.4363680499300218,0.38392917374178614,0.6709752884115353,0.9754823211143514,0.4579015792614111,0.4080045103869115,0.6476096446418039,0.9536997195652549,18.314741223900267
vineyard_segmentation_paper/19,"August 2024 March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,2028x1520,0.5043068203893848,0.9497402270298132,0.3391119309245837,0.2595590125972349,0.4529109936939574,0.9663220714455019,0.522214199800931,0.5077519508212471,0.7030270817490705,0.9822546670052323,0.512403351757797,0.3714007410866209,0.5702905455767228,0.9740460605153177,0.48014683086547777,0.3892357523010183,0.6010892993089335,0.9510851869932319,6.661809645380422
vineyard_segmentation_paper/19,"August 2024 March 2025 4x4 Tile 39, 65, 100 feet",4x4,1014x760,resnet50,640x480,0.49448282733233623,0.9522331819621636,0.34242600855788813,0.1691345528115876,0.4908735069322253,0.9711201183660186,0.45592086761228484,0.5798657944808768,0.6746244155672831,0.9799385226660267,0.5807193843118551,0.19836993666710032,0.6464806767030149,0.9753840270881771,0.48453137286231984,0.2608187099080687,0.635444672944277,0.9533306884765624,74.70229937242136
vineyard_segmentation_paper/2,"August 2024 March 2025 July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1014x760,0.4948960447717448,0.9518879712981193,0.3584985469384938,0.1791854206671337,0.49001224018323275,0.9649437255759594,0.5249546709318976,0.6004447169269175,0.7564925555710171,0.9859941072717724,0.5516911629528706,0.20864434360793513,0.5880733138020745,0.9752571445903445,0.5141426031194037,0.28802884508252785,0.6436799436524638,0.952464310950521,17.56142654892938
vineyard_segmentation_paper/2,"August 2024 March 2025 July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,1280x960,0.5338866070799939,0.9533000406701709,0.3856971524157835,0.2626273322293623,0.5339219030046597,0.9696964298827443,0.557234972243384,0.5726918485459819,0.7339620652628902,0.9825406493624341,0.5700648035964171,0.33473965489337465,0.6695551414707189,0.9760024503202979,0.5436464240080454,0.3998657295903456,0.6892681696985372,0.9539564074891987,17.578356889019933
vineyard_segmentation_paper/2,"August 2024 March 2025 July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,2028x1520,0.5326629935474222,0.9527225352523513,0.3710345959436401,0.2501492581640669,0.5567455848296303,0.9755942086558336,0.6212729146371282,0.6059760786185309,0.6803841701561031,0.975951440012939,0.4899987165057018,0.3109551804776282,0.7629304357388197,0.9757103120566385,0.5239091396024916,0.3819805153811559,0.7095924754314901,0.9537441614348876,6.591359177555798
vineyard_segmentation_paper/2,"August 2024 March 2025 July 2025 2x2 Tile 39, 65, 100 feet",2x2,2028x1520,resnet50,640x480,0.48813930149685764,0.9515150184894149,0.28296543325370127,0.16983923521149136,0.5482375190328228,0.9725825216846391,0.6338292579423291,0.5338856405914595,0.6896956846093462,0.9776959420524691,0.3449020246882617,0.2096951160675446,0.7340115255650672,0.9750709833446236,0.4216971201228279,0.27458351296183314,0.7011022428107843,0.9527673709753786,35.338837773638716
vineyard_segmentation_paper/20,"August 2024 March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,1014x760,0.5052282910866386,0.9517895899446754,0.27602361703502465,0.23953445789543856,0.4999711688599542,0.9727173643021183,0.5710060223858644,0.48048698833786824,0.6546422679532357,0.9777568174182023,0.3488646687684578,0.31118007342703863,0.683063914651121,0.9751138674919361,0.391384399637824,0.3503841060527494,0.6445752051720385,0.9533804057573663,28.870895932241698
vineyard_segmentation_paper/20,"August 2024 March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,1280x960,0.5113977894464228,0.949603924612231,0.3065952321400064,0.25094592291931306,0.4969056057339146,0.976544123828925,0.47250701563105113,0.5016815839529829,0.6294621225087258,0.9717529861023353,0.48891086499712283,0.33329703135033983,0.7108214044722738,0.9739445467287305,0.4291879176698784,0.36302222820700575,0.6408682813265613,0.9510963443978121,18.483138340004494
vineyard_segmentation_paper/20,"August 2024 March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,2028x1520,0.5070528155308788,0.9478800956264165,0.31102125262493646,0.2550744758476668,0.4895794259374747,0.977066237041068,0.4787695916117599,0.4499874439829865,0.6109656286912936,0.9693703131100233,0.475814272843259,0.35380073596497286,0.7201557470473813,0.9730278038548448,0.43617188717914773,0.3703036349470345,0.6340972090927358,0.9493837239705618,6.654585946340994
vineyard_segmentation_paper/20,"August 2024 March 2025 6x6 Tile 39, 65, 100 feet",6x6,676x506,resnet50,640x480,0.4566292467912425,0.9515339051444185,0.21352382647941986,0.08704218534571971,0.49972824246462166,0.9701647107478601,0.568614164261324,0.4914328499543039,0.6540992687727293,0.9801716707214975,0.2686404253373739,0.09140037340926846,0.6747832488224788,0.9749814243939946,0.313213072527582,0.14090147408566003,0.6409074355650236,0.9533874156487676,75.65645052068878
vineyard_segmentation_paper/21,"August 2024 July 2025 Full Resolution 39, 65, 100 feet",n/a,4056x3040,resnet50,1014x760,0.4419891332911671,0.9468403966374497,0.20756577831688383,0.011238038137207243,0.6023123200731276,0.9712811686145675,0.776190665851577,0.33485579075223887,0.716918725734437,0.9740421399710876,0.2316159306477761,0.01145037273093476,0.7900689399761386,0.9726504568249067,0.3344130252814937,0.0220049512883926,0.7510469529108155,0.9487809510060902,5.575245295288533
