Trained Model,Backbone,Train Dataset ID,Train Season,Train Variant,Test Dataset ID,Test Dataset Folder,Test Season,Image Size,Eval Mode,Eval Grid,mIoU,Pixel Accuracy,FPS,Pole IoU,Trunk IoU,Vine Row IoU,Pole Precision,Trunk Precision,Vine Row Precision,Pole Recall,Trunk Recall,Vine Row Recall,Pole F1,Trunk F1,Vine Row F1,Best Val Loss,Checkpoint
resnet101 | 2 | resnet101_img1280x960_20260204_190518,resnet101,2,Aug+Mar+Jul,2x2,14,vineyard_segmentation_paper-14,July,1280x960,tiled_reconstruct,2x2,0.4837969648731892,0.9368989992189146,3.983136721810408,0.1613095149329044,0.06799640994681162,0.29457789313126764,0.4719228995195771,0.2877151649702602,0.6145044774006204,0.187386416790263,0.09269930684671697,0.3307032889105927,0.24627514422026683,0.11603464858523936,0.41660640621793066,0.11024982770058242,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet101_img1280x960_20260204_190518/resnet101_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 2 | resnet101_img1280x960_20260204_190518,resnet101,2,Aug+Mar+Jul,2x2,10,vineyard_segmentation_paper-10,March,1280x960,tiled_reconstruct,2x2,0.42457297399841404,0.9493379198504769,3.9052180705131203,0.16435246761353262,0.05979866398066203,0.12246830378778217,0.343795048440486,0.3531553859780579,0.5602361486493278,0.2764247392506262,0.07074410479955036,0.13663927125391032,0.2559946356046164,0.10123381462155848,0.19911767390455917,0.11024982770058242,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet101_img1280x960_20260204_190518/resnet101_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 2 | resnet18_img1280x960_20260204_184146,resnet18,2,Aug+Mar+Jul,2x2,6,vineyard_segmentation_paper-6,August,1280x960,tiled_reconstruct,2x2,0.437849723907791,0.9161209641615133,8.261424403978797,0.13374907793154475,0.004148795965414838,0.1913539151762315,0.44488734055431367,0.071851472514025,0.7453314357031541,0.15651310227012455,0.0042935352886069545,0.19768672586062505,0.2071417125957609,0.007504181931535697,0.3029323783510396,0.1172118258916519,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet18_img1280x960_20260204_184146/resnet18_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 2 | resnet18_img1280x960_20260204_184146,resnet18,2,Aug+Mar+Jul,2x2,14,vineyard_segmentation_paper-14,July,1280x960,tiled_reconstruct,2x2,0.46517466418647235,0.9291112770114824,8.118896680862393,0.06255996837439594,0.011551627118276247,0.207819522731694,0.40921750154911885,0.19711548614341598,0.6464609339596814,0.06676756459734481,0.014170994717960387,0.22474705415929108,0.1068039589075385,0.021525722302284687,0.3075608329399406,0.1172118258916519,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet18_img1280x960_20260204_184146/resnet18_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 2 | resnet18_img1280x960_20260204_184146,resnet18,2,Aug+Mar+Jul,2x2,10,vineyard_segmentation_paper-10,March,1280x960,tiled_reconstruct,2x2,0.35905239751927465,0.9458939971971347,7.791108966383608,0.02323007880548658,0.00045169604323356004,0.04087295379736986,0.2133909462042581,0.051409676237516286,0.5358787382659933,0.026012739100166975,0.00045178527316191216,0.04342753381255656,0.04139392434742977,0.0008890778710083254,0.07267155807966932,0.1172118258916519,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet18_img1280x960_20260204_184146/resnet18_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 2 | resnet50_img1280x960_20260204_185752,resnet50,2,Aug+Mar+Jul,2x2,6,vineyard_segmentation_paper-6,August,1280x960,tiled_reconstruct,2x2,0.45729516448169977,0.9184854819185538,4.5806525104033,0.20622259335810705,0.07908933616181843,0.21701498970297337,0.454056451119463,0.38157485971988525,0.7281244092767547,0.25819694046393843,0.08265550800108169,0.22773085774602828,0.301350747518816,0.1278211624846597,0.3380719558329593,0.1138978593728759,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet50_img1280x960_20260204_185752/resnet50_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 2 | resnet50_img1280x960_20260204_185752,resnet50,2,Aug+Mar+Jul,2x2,14,vineyard_segmentation_paper-14,July,1280x960,tiled_reconstruct,2x2,0.47160114782250917,0.9310134716264319,4.612914290800755,0.12837052130229717,0.03746345487500798,0.22106665773282466,0.4561864691738156,0.2748121830955365,0.6400774990166787,0.14584366778865807,0.046726597882679535,0.2375311756581825,0.20097659473628593,0.06637476810265493,0.3298452253708492,0.1138978593728759,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet50_img1280x960_20260204_185752/resnet50_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet50 | 2 | resnet50_img1280x960_20260204_185752,resnet50,2,Aug+Mar+Jul,2x2,10,vineyard_segmentation_paper-10,March,1280x960,tiled_reconstruct,2x2,0.38441432675976644,0.9472208338431135,4.5280317448187635,0.15052727935187132,0.013091112197337143,0.07215787466262792,0.3373323061165265,0.30057483618192343,0.5620765126454969,0.2623752407060776,0.01649921636714601,0.07626464426199667,0.23961461395302155,0.023189246431893597,0.12646935383147678,0.1138978593728759,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-2/resnet50_img1280x960_20260204_185752/resnet50_vineyard_segmentation_paper-2_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 3 | resnet101_img1014x760_20260205_084303,resnet101,3,Aug+Mar+Jul,4x4,6,vineyard_segmentation_paper-6,August,1014x760,tiled_reconstruct,4x4,0.4090558967776655,0.9094376479521662,1.8120418698962386,0.17994867441911921,0.08037973486898432,0.1313857972997262,0.47543279636905994,0.33510027163093736,0.7244562270381556,0.21391490750040068,0.08429587341105936,0.13433226208814308,0.2709405157513635,0.12621863493335664,0.21267429740674573,0.10961844699842663,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet101_img1014x760_20260205_084303/resnet101_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet101 | 3 | resnet101_img1014x760_20260205_084303,resnet101,3,Aug+Mar+Jul,4x4,14,vineyard_segmentation_paper-14,July,1014x760,tiled_reconstruct,4x4,0.42304959077589743,0.9225127737356129,1.8126398641908166,0.11192348131142155,0.01361550537155062,0.12864705941904098,0.4715165908480657,0.21229439451899887,0.6116185613688598,0.12099062815863652,0.014815587191932328,0.137253005044573,0.18049484950923125,0.02524980232673882,0.2005807828965145,0.10961844699842663,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet101_img1014x760_20260205_084303/resnet101_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet101 | 3 | resnet101_img1014x760_20260205_084303,resnet101,3,Aug+Mar+Jul,4x4,10,vineyard_segmentation_paper-10,March,1014x760,tiled_reconstruct,4x4,0.37394554627875504,0.9466772457678962,1.8020856825860412,0.14421536522953676,0.024108519847629017,0.059341154435016696,0.3363851452938243,0.3259249661709828,0.5613267401480077,0.23494550766860792,0.024653632390745885,0.0631018480245983,0.22875902613247373,0.038898865015948296,0.10479493688529598,0.10961844699842663,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet101_img1014x760_20260205_084303/resnet101_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet18 | 3 | resnet18_img1014x760_20260205_041727,resnet18,3,Aug+Mar+Jul,4x4,6,vineyard_segmentation_paper-6,August,1014x760,tiled_reconstruct,4x4,0.4540243913186132,0.9264621514724315,4.777105642043667,0.12334142740272418,0.016087943203187686,0.3413774784008985,0.464203381602133,0.24981122291111443,0.6624272748041441,0.1376372006073738,0.016537656480737472,0.40607963664065233,0.19222928141045142,0.02934128470780329,0.4815376700595584,0.11635986621352448,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet18_img1014x760_20260205_041727/resnet18_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet18 | 3 | resnet18_img1014x760_20260205_041727,resnet18,3,Aug+Mar+Jul,4x4,14,vineyard_segmentation_paper-14,July,1014x760,tiled_reconstruct,4x4,0.4657917501725245,0.9326998579730962,4.852725425240731,0.04930441783198959,0.021348296585237462,0.2648624688990249,0.3679097726473245,0.25260197956209257,0.6309054894736136,0.05163195297446938,0.02415579239745758,0.2930252915280074,0.08387388683792109,0.039523923760161304,0.38177793566576435,0.11635986621352448,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet18_img1014x760_20260205_041727/resnet18_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet18 | 3 | resnet18_img1014x760_20260205_041727,resnet18,3,Aug+Mar+Jul,4x4,10,vineyard_segmentation_paper-10,March,1014x760,tiled_reconstruct,4x4,0.3655754782105592,0.9456738995232168,4.7436380861462775,0.0547143017028061,0.002217337373397478,0.04006028034427336,0.2881073319789337,0.13720543777645233,0.41278847576720484,0.06633338834612178,0.002229499633116597,0.045652157881929646,0.09257089593340219,0.004311595172328911,0.06971467698122631,0.11635986621352448,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet18_img1014x760_20260205_041727/resnet18_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet50 | 3 | resnet50_img1014x760_20260205_062248,resnet50,3,Aug+Mar+Jul,4x4,6,vineyard_segmentation_paper-6,August,1014x760,tiled_reconstruct,4x4,0.4069762520918362,0.9147796132574407,2.218364003347554,0.18593184141007504,0.04751951972835579,0.20788593753766407,0.44893024295944045,0.3481603877335232,0.691478282387643,0.23645777412986146,0.050043729761311974,0.22305516527748642,0.2775383057769607,0.08117560425728867,0.32314848471660695,0.11448681161835275,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet50_img1014x760_20260205_062248/resnet50_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet50 | 3 | resnet50_img1014x760_20260205_062248,resnet50,3,Aug+Mar+Jul,4x4,14,vineyard_segmentation_paper-14,July,1014x760,tiled_reconstruct,4x4,0.39473886759077514,0.9284801248145653,2.2265938673099224,0.10763504859669629,0.03938679785713854,0.20638276044572462,0.42022509871290764,0.24496344706619422,0.6377202553929903,0.12306229970046943,0.04929492622886579,0.22347108442505495,0.17188098179556943,0.07021310395965143,0.3101708297046924,0.11448681161835275,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet50_img1014x760_20260205_062248/resnet50_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet50 | 3 | resnet50_img1014x760_20260205_062248,resnet50,3,Aug+Mar+Jul,4x4,10,vineyard_segmentation_paper-10,March,1014x760,tiled_reconstruct,4x4,0.33623811262939884,0.9457517076483738,2.205090045329715,0.1597803945847173,0.023822675148802392,0.048421454515393494,0.2600095441218645,0.3047609215577748,0.5215367271184161,0.3225541236478015,0.02800102033811201,0.05069135242084374,0.25165056180090745,0.04337918155134611,0.08780128647748699,0.11448681161835275,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-3/resnet50_img1014x760_20260205_062248/resnet50_vineyard_segmentation_paper-3_unet_image_size_1014x760_batch_size_8.pth
resnet101 | 4 | resnet101_img1280x960_20260206_073711,resnet101,4,Aug+Mar+Jul,6x6,6,vineyard_segmentation_paper-6,August,1280x960,tiled_reconstruct,6x6,0.3955671233139187,0.9038848594998964,0.6190545762399938,0.11903206615804274,0.028656751109194196,0.30083388470717737,0.4623676790867811,0.30717891647944195,0.4747396172748563,0.1329126871837757,0.029057052010163616,0.4429326385874824,0.18197884020861355,0.05068628921238172,0.4399896323772854,0.11358165723385708,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet101_img1280x960_20260206_073711/resnet101_vineyard_segmentation_paper-4_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 4 | resnet101_img1280x960_20260206_073711,resnet101,4,Aug+Mar+Jul,6x6,14,vineyard_segmentation_paper-14,July,1280x960,tiled_reconstruct,6x6,0.39426549318399984,0.9315799990707349,0.62117800669547,0.06298794897409976,0.004149636101956821,0.28532888317988203,0.43818606467229126,0.130455996281054,0.5785238972565514,0.06604526611425947,0.004268361425394494,0.33568122385707694,0.10506474707486042,0.007972589317148782,0.4072335222492383,0.11358165723385708,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet101_img1280x960_20260206_073711/resnet101_vineyard_segmentation_paper-4_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 4 | resnet101_img1280x960_20260206_073711,resnet101,4,Aug+Mar+Jul,6x6,10,vineyard_segmentation_paper-10,March,1280x960,tiled_reconstruct,6x6,0.35955026900816106,0.9480951448286026,0.6195027708286632,0.08664860750777544,0.009096315246810425,0.12275484842137639,0.31966965782357315,0.25990156539922676,0.5154653909790441,0.13230978279854008,0.009498517307496002,0.13772063028671946,0.1422168860437813,0.015558288560235964,0.2052336107488407,0.11358165723385708,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet101_img1280x960_20260206_073711/resnet101_vineyard_segmentation_paper-4_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 4 | resnet18_img640x480_20260206_070318,resnet18,4,Aug+Mar+Jul,6x6,6,vineyard_segmentation_paper-6,August,640x480,tiled_reconstruct,6x6,0.4143302094102305,0.9197272924128003,4.90818761866591,0.10344217845439216,0.06106602206089745,0.2754812584474008,0.40916129245765104,0.19212931464680955,0.6842336295674605,0.11986895510323747,0.10189349152247183,0.3088311388599766,0.16135756821418284,0.10408984692732016,0.4093696083960064,0.11829527300654505,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet18_img640x480_20260206_070318/resnet18_vineyard_segmentation_paper-4_unet_image_size_640x480_batch_size_8.pth
resnet18 | 4 | resnet18_img640x480_20260206_070318,resnet18,4,Aug+Mar+Jul,6x6,14,vineyard_segmentation_paper-14,July,640x480,tiled_reconstruct,6x6,0.417834556068701,0.9253715543929967,5.010920837474627,0.052907356925370186,0.07577080459393172,0.19623840586661648,0.3264489130274184,0.1777758243292143,0.6129968625070891,0.05690193983693482,0.13211562120585427,0.21473203097367122,0.08857358797846523,0.12950037702309533,0.30076737114920865,0.11829527300654505,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet18_img640x480_20260206_070318/resnet18_vineyard_segmentation_paper-4_unet_image_size_640x480_batch_size_8.pth
resnet18 | 4 | resnet18_img640x480_20260206_070318,resnet18,4,Aug+Mar+Jul,6x6,10,vineyard_segmentation_paper-10,March,640x480,tiled_reconstruct,6x6,0.3458929155405738,0.9453337601585325,4.909383702175442,0.03182086139243711,0.02497514324834481,0.03615480038596043,0.16734797235103857,0.2079967623625112,0.31181301005434175,0.0484423524659497,0.02799905573080726,0.040132174334121765,0.05245444376899872,0.04445920931948855,0.06311408218255521,0.11829527300654505,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet18_img640x480_20260206_070318/resnet18_vineyard_segmentation_paper-4_unet_image_size_640x480_batch_size_8.pth
resnet50 | 4 | resnet50_img640x480_20260206_153954,resnet50,4,Aug+Mar+Jul,6x6,6,vineyard_segmentation_paper-6,August,640x480,tiled_reconstruct,6x6,0.4382939580358864,0.9206577661331583,2.308717127623209,0.13362760739216945,0.05107217946765769,0.26479586950621536,0.5060398549098911,0.3292279795952876,0.6871494086537667,0.14372189575369326,0.05496677187276575,0.2922132603165917,0.203649685512086,0.08657631520676785,0.39839771400585894,0.1134010182099051,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet50_img640x480_20260206_153954/resnet50_vineyard_segmentation_paper-4_unet_image_size_640x480_batch_size_8.pth
resnet50 | 4 | resnet50_img640x480_20260206_153954,resnet50,4,Aug+Mar+Jul,6x6,14,vineyard_segmentation_paper-14,July,640x480,tiled_reconstruct,6x6,0.4479037491667453,0.9304467061102131,2.313200701547437,0.08420133167134128,0.04820752743163062,0.23066164309148213,0.4917912590488052,0.29672769388852,0.612532253465672,0.08823242911755956,0.05873968980074666,0.2524055563198719,0.13604446065730294,0.08499406133818402,0.34580167186052324,0.1134010182099051,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet50_img640x480_20260206_153954/resnet50_vineyard_segmentation_paper-4_unet_image_size_640x480_batch_size_8.pth
resnet50 | 4 | resnet50_img640x480_20260206_153954,resnet50,4,Aug+Mar+Jul,6x6,10,vineyard_segmentation_paper-10,March,640x480,tiled_reconstruct,6x6,0.37065266861878826,0.9460871663024053,2.2377912349858957,0.11005417400946678,0.018479062928886576,0.0534356912627209,0.28920557445406864,0.3175896575766997,0.4898959016677102,0.17641202140378137,0.019410213787324014,0.06036006323514363,0.1813739247913759,0.030522856225068295,0.09478996343209889,0.1134010182099051,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-4/resnet50_img640x480_20260206_153954/resnet50_vineyard_segmentation_paper-4_unet_image_size_640x480_batch_size_8.pth
resnet101 | 5 | resnet101_img2028x1520_20260207_012308,resnet101,5,August,Full Res,6,vineyard_segmentation_paper-6,August,2028x1520,direct,none,0.36893173226542614,0.9270131921890525,5.732932755515721,0.17923761119033405,0.005586740417488294,0.3663020875376057,0.6348362409219798,0.1715206872819434,0.8689129548667681,0.201024327936466,0.005774520485488808,0.39141377050131465,0.29741833294669845,0.011052896123091077,0.5323508784127844,0.11914792470633984,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet101_img2028x1520_20260207_012308/resnet101_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 5 | resnet101_img2028x1520_20260207_012308,resnet101,5,August,Full Res,14,vineyard_segmentation_paper-14,July,2028x1520,direct,none,0.30114085087597403,0.9243759828478603,5.720907685089309,0.047188177470626556,0.001266915826509279,0.23292414992515714,0.6890505574988969,0.10125318222019014,0.8105429045555825,0.04821979643831966,0.0012788059330441112,0.24814778957326358,0.08825551938500614,0.002524057015976516,0.37283517859729043,0.11914792470633984,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet101_img2028x1520_20260207_012308/resnet101_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 5 | resnet101_img2028x1520_20260207_012308,resnet101,5,August,Full Res,10,vineyard_segmentation_paper-10,March,2028x1520,direct,none,0.2581645854567569,0.9442889131575241,5.696882703290031,0.08529164364376886,6.322964481008608e-05,0.0028008170070691007,0.3977035829477159,0.0066669307626460355,0.27843367313771444,0.1068874135136001,6.378038616059623e-05,0.002809894331325996,0.1518976640038549,0.00012635122216571315,0.005546631017940146,0.11914792470633984,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet101_img2028x1520_20260207_012308/resnet101_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 5 | resnet18_img2028x1520_20260206_153747,resnet18,5,August,Full Res,6,vineyard_segmentation_paper-6,August,2028x1520,direct,none,0.3130515480162601,0.9226651943282763,11.989948558760918,0.0,0.0,0.3320158862210554,0.0,0.0,0.8069508135522953,0.0,0.0,0.36214551182121435,0.0,0.0,0.4894888538806251,0.14003686793148518,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet18_img2028x1520_20260206_153747/resnet18_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 5 | resnet18_img2028x1520_20260206_153747,resnet18,5,August,Full Res,14,vineyard_segmentation_paper-14,July,2028x1520,direct,none,0.27348986278800014,0.920614815688908,12.087265115864847,0.0,0.0,0.17411500942800454,0.0,0.0,0.8047917857212075,0.0,0.0,0.18490457816782835,0.0,0.0,0.28907510959911564,0.14003686793148518,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet18_img2028x1520_20260206_153747/resnet18_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 5 | resnet18_img2028x1520_20260206_153747,resnet18,5,August,Full Res,10,vineyard_segmentation_paper-10,March,2028x1520,direct,none,0.24296712908763837,0.9446584199264804,11.964609198894257,0.0,0.0,0.02698153413494248,0.0,0.0,0.3537227558555974,0.0,0.0,0.02889672195657225,0.0,0.0,0.05111364916495222,0.14003686793148518,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet18_img2028x1520_20260206_153747/resnet18_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 5 | resnet50_img2028x1520_20260206_195323,resnet50,5,August,Full Res,6,vineyard_segmentation_paper-6,August,2028x1520,direct,none,0.35932129036566135,0.9238106389540788,6.72714812737253,0.1746755622546945,0.004337371846603069,0.33692304897451913,0.6484292896893541,0.18045871509473668,0.8253759970996238,0.19472764014847835,0.004435805705923211,0.3726375790497247,0.29384320964513116,0.00859788679753763,0.49942646143043856,0.1281539909541607,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet50_img2028x1520_20260206_195323/resnet50_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 5 | resnet50_img2028x1520_20260206_195323,resnet50,5,August,Full Res,14,vineyard_segmentation_paper-14,July,2028x1520,direct,none,0.2847415863071659,0.9199553952315608,6.716799176648109,0.07091726566462535,0.0015805355277285636,0.1468953617122004,0.6530690651144058,0.06311807856154376,0.7925856651096916,0.07390772594084516,0.001656901417293405,0.1541687153951678,0.12893265362347703,0.003149736533402371,0.24271395204399088,0.1281539909541607,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet50_img2028x1520_20260206_195323/resnet50_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet50 | 5 | resnet50_img2028x1520_20260206_195323,resnet50,5,August,Full Res,10,vineyard_segmentation_paper-10,March,2028x1520,direct,none,0.2672749982978079,0.9418294574963666,6.601684726407905,0.10467572091339279,0.0008074414125082537,0.021141158478586903,0.23084989459651847,0.011285845287809125,0.24420812017250734,0.17269421594340403,0.0008775942829222968,0.023195137288435606,0.18439069636906583,0.0016090023396483292,0.04046794535955813,0.1281539909541607,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-5/resnet50_img2028x1520_20260206_195323/resnet50_vineyard_segmentation_paper-5_unet_image_size_2028x1520_batch_size_8.pth
resnet101 | 6 | resnet101_img1280x960_20260207_031025,resnet101,6,August,2x2,6,vineyard_segmentation_paper-6,August,1280x960,tiled_reconstruct,2x2,0.40048150050130726,0.9083370118621259,3.9333358413375468,0.182012153955832,0.04465782177099125,0.12835476904267507,0.4569540293867946,0.2702516118139918,0.7525407894229239,0.2292357771094187,0.04951040683813459,0.13182442447408566,0.27248719322082476,0.07824566610628311,0.20169955138570939,0.11856446415185928,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-6/resnet101_img1280x960_20260207_031025/resnet101_vineyard_segmentation_paper-6_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 6 | resnet101_img1280x960_20260207_031025,resnet101,6,August,2x2,14,vineyard_segmentation_paper-14,July,1280x960,tiled_reconstruct,2x2,0.36052915294828347,0.9131083574649305,3.97881290490707,0.04084010045890603,0.005281564009371962,0.03194962632236392,0.32661272992153517,0.04717904587574546,0.47675456116942044,0.042366499670269404,0.006243124281845972,0.033614326985514566,0.07006550049175377,0.00967141333401519,0.05591378631680614,0.11856446415185928,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-6/resnet101_img1280x960_20260207_031025/resnet101_vineyard_segmentation_paper-6_unet_image_size_1280x960_batch_size_8.pth
resnet101 | 6 | resnet101_img1280x960_20260207_031025,resnet101,6,August,2x2,10,vineyard_segmentation_paper-10,March,1280x960,tiled_reconstruct,2x2,0.33581838594267965,0.9439941123843256,3.9165964684953307,0.09060714963666315,0.0013734248575211327,0.00014059199648914426,0.2336945117600478,0.03031173992258976,0.09321742064524555,0.15395187241863814,0.0014648959282309946,0.00014152675729703102,0.1467620285777789,0.0026718227452113903,0.00027954469040738887,0.11856446415185928,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-6/resnet101_img1280x960_20260207_031025/resnet101_vineyard_segmentation_paper-6_unet_image_size_1280x960_batch_size_8.pth
resnet18 | 6 | resnet18_img2028x1520_20260206_165304,resnet18,6,August,2x2,6,vineyard_segmentation_paper-6,August,2028x1520,tiled_reconstruct,2x2,0.38965714162277443,0.9153299733014116,5.404215184335842,0.030721798917296147,0.002027907673460005,0.2262182871499566,0.3252982051368279,0.036433711146163464,0.6888590411811136,0.03265477033105514,0.002152242946388741,0.2483788773789589,0.05308036571530692,0.0038937700788012537,0.34357387705834963,0.1342280682708536,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-6/resnet18_img2028x1520_20260206_165304/resnet18_vineyard_segmentation_paper-6_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 6 | resnet18_img2028x1520_20260206_165304,resnet18,6,August,2x2,14,vineyard_segmentation_paper-14,July,2028x1520,tiled_reconstruct,2x2,0.4160697576929413,0.9157149833360122,5.49889177115181,0.007286696865460098,0.0005968649491809783,0.0693418245231421,0.1808141466901289,0.014385839849803607,0.5943699235598697,0.007375977363881159,0.0006302430806018409,0.07298206319351597,0.013532698148497774,0.0011602362592032056,0.11804587285182025,0.1342280682708536,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-6/resnet18_img2028x1520_20260206_165304/resnet18_vineyard_segmentation_paper-6_unet_image_size_2028x1520_batch_size_8.pth
resnet18 | 6 | resnet18_img2028x1520_20260206_165304,resnet18,6,August,2x2,10,vineyard_segmentation_paper-10,March,2028x1520,tiled_reconstruct,2x2,0.34478016333782363,0.9442892983892788,5.333993297065456,0.03231291104727534,1.818348000267764e-05,0.0006347905545149998,0.2226609932844379,0.00035488166423797797,0.16773583292249652,0.03989246803373436,1.9124432698244207e-05,0.0006410048725222098,0.055970407931020365,3.629304740835524e-05,0.0012622562895615115,0.1342280682708536,/home/users/jcox/resnets/paper_datasets_results/without_augmentations/vineyard_segmentation_paper-6/resnet18_img2028x1520_20260206_165304/resnet18_vineyard_segmentation_paper-6_unet_image_size_2028x1520_batch_size_8.pth
