Dataset,Model,Backbone,ModelPath,TrainedImageSize,TestedImageCount,Conf,Sampling,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,centroid_only,DBSCAN,"eps:2.0, min_s:1",9,31,2,11,40,1.136165726776235
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,centroid_only,Agglomerative,dist_thresh:2.0,9,31,2,11,40,1.136165726776235
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:1",9,31,0,9,40,1.256539300222446
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:3",9,31,0,9,40,1.256539300222446
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.0, min_s:5",9,31,0,9,40,1.256539300222446
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,Agglomerative,dist_thresh:1.75,9,31,0,9,40,1.256539300222446
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:1",9,31,0,9,40,1.2685777416853468
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,Agglomerative,dist_thresh:2.0,9,31,0,9,40,1.2685777416853468
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:0.5, min_s:5",9,31,0,9,40,1.3503085727874802
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:0.5, min_s:3",9,31,0,9,40,1.3900329089561867
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,Agglomerative,dist_thresh:0.5,9,31,16,25,40,1.4163987069966133
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,Agglomerative,dist_thresh:0.5,9,31,18,27,40,1.4332243531324094
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:0.5, min_s:1",9,31,0,9,40,1.4436734215970735
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:0.75, min_s:1",9,31,0,9,40,1.4436734215970735
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:1.0, min_s:1",9,31,0,9,40,1.4436734215970735
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:0.5,9,31,0,9,40,1.4436734215970735
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:0.75,9,31,0,9,40,1.4436734215970735
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:1.0,9,31,0,9,40,1.4436734215970735
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,Agglomerative,dist_thresh:0.75,9,31,5,14,40,1.4518707313322397
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,grid_sample,DBSCAN,"eps:1.75, min_s:1",8,32,0,8,40,1.0814120676985626
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,grid_sample,DBSCAN,"eps:1.75, min_s:3",8,32,0,8,40,1.0814120676985626
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,grid_sample,DBSCAN,"eps:1.75, min_s:5",8,32,0,8,40,1.0814120676985626
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,all_pixels,DBSCAN,"eps:1.75, min_s:1",8,32,0,8,40,1.0893723356773215
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,all_pixels,DBSCAN,"eps:1.75, min_s:3",8,32,0,8,40,1.0893723356773215
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,all_pixels,DBSCAN,"eps:1.75, min_s:5",8,32,0,8,40,1.0893723356773215
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:3",8,32,0,8,40,1.2564608200972707
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.0, min_s:5",8,32,0,8,40,1.2564608200972707
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,Agglomerative,dist_thresh:2.0,8,32,0,8,40,1.2583460338182728
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:0.5, min_s:5",8,32,0,8,40,1.3598386008509726
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:0.75, min_s:5",8,32,0,8,40,1.3598386008509726
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:1.25, min_s:1",8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:1.5, min_s:1",8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:1.75, min_s:1",8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,DBSCAN,"eps:2.0, min_s:1",8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:1.25,8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:1.5,8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:1.75,8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,centroid_only,Agglomerative,dist_thresh:2.0,8,32,0,8,40,1.3979974916344091
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,grid_sample,DBSCAN,"eps:2.0, min_s:1",7,33,0,7,40,1.2000558623571866
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,grid_sample,DBSCAN,"eps:2.0, min_s:3",7,33,0,7,40,1.2000558623571866
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,grid_sample,DBSCAN,"eps:2.0, min_s:5",7,33,0,7,40,1.2000558623571866
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,all_pixels,DBSCAN,"eps:2.0, min_s:1",7,33,0,7,40,1.2006157522868013
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,all_pixels,DBSCAN,"eps:2.0, min_s:3",7,33,0,7,40,1.2006157522868013
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.3,all_pixels,DBSCAN,"eps:2.0, min_s:5",7,33,0,7,40,1.2006157522868013
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.25, min_s:5",7,33,0,7,40,1.2081643896922978
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.25, min_s:1",7,33,0,7,40,1.2130662165928114
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.25, min_s:3",7,33,0,7,40,1.2130662165928114
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.25, min_s:1",7,33,0,7,40,1.2143853214841864
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.25, min_s:3",7,33,0,7,40,1.2143853214841864
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.25, min_s:5",7,33,0,7,40,1.2143853214841864
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.5, min_s:1",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.5, min_s:3",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.5, min_s:5",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.75, min_s:1",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.75, min_s:3",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:1.75, min_s:5",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:2.0, min_s:1",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:2.0, min_s:3",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,grid_sample,DBSCAN,"eps:2.0, min_s:5",6,34,0,6,40,1.2078658248812646
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.5, min_s:1",6,34,0,6,40,1.2155275530579506
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.5, min_s:3",6,34,0,6,40,1.2155275530579506
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.5, min_s:5",6,34,0,6,40,1.2155275530579506
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.75, min_s:1",6,34,0,6,40,1.2155275530579506
August_100ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,49,0.5,all_pixels,DBSCAN,"eps:1.75, min_s:3",6,34,0,6,40,1.2155275530579506
